日付,ファンド名,基準価額,販売基準価額,解約価額,純資産総額(百万円),分配金
2011-12-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9898,,,1,0
2011-12-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10013,,,1,0
2011-12-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9934,,,1,0
2011-12-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9884,,,1,0
2011-12-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9723,,,1,0
2011-12-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9703,,,1,0
2011-12-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9607,,,1,0
2011-12-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9635,,,1,0
2011-12-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9732,,,1,0
2011-12-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9697,,,1,0
2011-12-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9741,,,1,0
2011-12-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9711,,,1,0
2011-12-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9684,,,1,0
2011-12-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9694,,,1,0
2011-12-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9783,,,1,0
2012-01-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9975,,,1,0
2012-01-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9885,,,1,0
2012-01-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9796,,,1,0
2012-01-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9825,,,1,0
2012-01-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9846,,,1,0
2012-01-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9761,,,1,0
2012-01-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9860,,,1,0
2012-01-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9734,,,1,0
2012-01-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9820,,,1,0
2012-01-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9864,,,1,0
2012-01-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9941,,,1,0
2012-01-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10139,,,1,0
2012-01-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10157,,,1,0
2012-01-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10165,,,1,0
2012-01-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10299,,,1,0
2012-01-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10261,,,1,0
2012-01-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10215,,,1,0
2012-01-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10162,,,1,0
2012-01-31,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10140,,,1,0
2012-02-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10174,,,1,0
2012-02-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10233,,,1,0
2012-02-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10210,,,1,0
2012-02-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10333,,,1,0
2012-02-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10373,,,1,0
2012-02-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10499,,,1,0
2012-02-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10530,,,1,0
2012-02-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10456,,,1,0
2012-02-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10491,,,1,0
2012-02-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10560,,,1,0
2012-02-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10777,,,1,0
2012-02-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10740,,,1,0
2012-02-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10877,,,1,0
2012-02-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10992,,,1,0
2012-02-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10956,,,1,0
2012-02-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11078,,,1,0
2012-02-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11131,,,1,0
2012-02-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11198,,,1,0
2012-02-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11213,,,1,0
2012-02-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11259,,,1,0
2012-02-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11222,,,1,0
2012-03-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11164,,,1,0
2012-03-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11249,,,1,0
2012-03-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11183,,,1,0
2012-03-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11108,,,1,0
2012-03-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11045,,,1,0
2012-03-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11223,,,3,0
2012-03-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11384,,,6,0
2012-03-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11337,,,6,0
2012-03-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11339,,,7,0
2012-03-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11497,,,7,0
2012-03-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11585,,,8,0
2012-03-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11626,,,8,0
2012-03-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11647,,,8,0
2012-03-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11516,,,9,0
2012-03-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11560,,,9,0
2012-03-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11433,,,9,0
2012-03-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11422,,,9,0
2012-03-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11697,,,9,0
2012-03-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11707,,,20,0
2012-03-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11618,,,20,0
2012-03-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11573,,,20,0
2012-04-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11595,,,20,0
2012-04-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11525,,,20,0
2012-04-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11315,,,20,0
2012-04-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11277,,,19,0
2012-04-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11182,,,19,0
2012-04-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11020,,,19,0
2012-04-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11015,,,19,0
2012-04-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10913,,,19,0
2012-04-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10968,,,19,0
2012-04-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11044,,,20,0
2012-04-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10885,,,19,0
2012-04-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10876,,,20,0
2012-04-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11095,,,20,0
2012-04-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11025,,,20,0
2012-04-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10995,,,20,0
2012-04-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10962,,,20,0
2012-04-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10888,,,20,0
2012-04-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10962,,,20,0
2012-04-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10970,,,21,0
2012-04-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10892,,,20,0
2012-05-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10690,,,30,0
2012-05-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10735,,,31,0
2012-05-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10453,,,30,0
2012-05-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10513,,,29,0
2012-05-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10368,,,29,0
2012-05-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10364,,,29,0
2012-05-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10268,,,28,0
2012-05-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10245,,,28,0
2012-05-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10121,,,28,0
2012-05-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10004,,,28,0
2012-05-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10116,,,28,0
2012-05-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9824,,,27,0
2012-05-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9817,,,27,0
2012-05-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9929,,,28,0
2012-05-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9770,,,27,0
2012-05-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9778,,,28,0
2012-05-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9776,,,28,0
2012-05-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9764,,,28,0
2012-05-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9845,,,28,0
2012-05-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9797,,,29,0
2012-05-31,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9742,,,29,0
2012-06-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9598,,,29,0
2012-06-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9417,,,29,0
2012-06-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9590,,,29,0
2012-06-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9728,,,30,0
2012-06-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9891,,,30,0
2012-06-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9716,,,30,0
2012-06-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9883,,,30,0
2012-06-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9805,,,30,0
2012-06-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9835,,,30,0
2012-06-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9825,,,30,0
2012-06-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9835,,,30,0
2012-06-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10002,,,31,0
2012-06-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9946,,,31,0
2012-06-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10118,,,31,0
2012-06-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10206,,,32,0
2012-06-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10165,,,31,0
2012-06-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10089,,,31,0
2012-06-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10004,,,31,0
2012-06-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10102,,,31,0
2012-06-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10281,,,33,0
2012-06-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10433,,,34,0
2012-07-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10426,,,34,0
2012-07-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10530,,,34,0
2012-07-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10551,,,35,0
2012-07-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10519,,,35,0
2012-07-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10458,,,36,0
2012-07-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10350,,,35,0
2012-07-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10278,,,35,0
2012-07-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10260,,,35,0
2012-07-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10126,,,35,0
2012-07-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10111,,,35,0
2012-07-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10070,,,35,0
2012-07-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10032,,,34,0
2012-07-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10122,,,35,0
2012-07-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9941,,,35,0
2012-07-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9763,,,35,0
2012-07-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9722,,,34,0
2012-07-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9572,,,34,0
2012-07-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9685,,,34,0
2012-07-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9842,,,35,0
2012-07-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9912,,,36,0
2012-07-31,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9973,,,37,0
2012-08-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9886,,,37,0
2012-08-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9929,,,37,0
2012-08-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9807,,,36,0
2012-08-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9966,,,37,0
2012-08-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10073,,,38,0
2012-08-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10100,,,38,0
2012-08-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10184,,,38,0
2012-08-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10116,,,38,0
2012-08-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10118,,,38,0
2012-08-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10154,,,38,0
2012-08-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10123,,,38,0
2012-08-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10283,,,38,0
2012-08-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10373,,,39,0
2012-08-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10359,,,39,0
2012-08-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10365,,,39,0
2012-08-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10331,,,39,0
2012-08-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10356,,,39,0
2012-08-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10256,,,39,0
2012-08-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10232,,,39,0
2012-08-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10109,,,38,0
2012-08-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10162,,,39,0
2012-08-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10078,,,39,0
2012-08-31,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9911,,,39,0
2012-09-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9872,,,38,0
2012-09-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9846,,,38,0
2012-09-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9728,,,38,0
2012-09-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9742,,,38,0
2012-09-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9963,,,39,0
2012-09-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9989,,,39,0
2012-09-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9921,,,39,0
2012-09-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10051,,,39,0
2012-09-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10083,,,39,0
2012-09-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10254,,,40,0
2012-09-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10276,,,40,0
2012-09-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10362,,,41,0
2012-09-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10213,,,40,0
2012-09-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10246,,,40,0
2012-09-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10210,,,40,0
2012-09-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10263,,,40,0
2012-09-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10161,,,40,0
2012-09-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10204,,,40,0
2012-09-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10092,,,41,0
2012-10-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10020,,,40,0
2012-10-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10006,,,41,0
2012-10-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9954,,,40,0
2012-10-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10062,,,41,0
2012-10-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10088,,,41,0
2012-10-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9956,,,40,0
2012-10-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9807,,,40,0
2012-10-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9769,,,40,0
2012-10-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9829,,,40,0
2012-10-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9891,,,41,0
2012-10-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10022,,,41,0
2012-10-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10122,,,42,0
2012-10-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10292,,,42,0
2012-10-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10317,,,42,0
2012-10-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10312,,,42,0
2012-10-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10252,,,42,0
2012-10-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10168,,,42,0
2012-10-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10279,,,42,0
2012-10-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10139,,,42,0
2012-10-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10126,,,42,0
2012-10-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10031,,,42,0
2012-10-31,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10155,,,43,0
2012-11-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10166,,,43,0
2012-11-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10286,,,43,0
2012-11-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10228,,,43,0
2012-11-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10188,,,43,0
2012-11-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10198,,,42,0
2012-11-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10057,,,41,0
2012-11-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9993,,,41,0
2012-11-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9881,,,40,0
2012-11-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9882,,,40,0
2012-11-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,9878,,,40,0
2012-11-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10085,,,41,0
2012-11-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10274,,,42,0
2012-11-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10422,,,42,0
2012-11-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10419,,,42,0
2012-11-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10488,,,43,0
2012-11-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10617,,,43,0
2012-11-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10661,,,43,0
2012-11-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10688,,,44,0
2012-11-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10548,,,45,0
2012-11-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10659,,,45,0
2012-11-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10686,,,46,0
2012-12-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10690,,,46,0
2012-12-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10692,,,46,0
2012-12-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10692,,,47,0
2012-12-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10784,,,48,0
2012-12-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10806,,,48,0
2012-12-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10781,,,48,0
2012-12-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10747,,,48,0
2012-12-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10818,,,48,0
2012-12-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10926,,,49,0
2012-12-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,10951,,,49,0
2012-12-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11043,,,49,0
2012-12-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11166,,,50,0
2012-12-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11473,,,51,0
2012-12-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11463,,,51,0
2012-12-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11384,,,51,0
2012-12-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11454,,,51,0
2012-12-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11600,,,52,0
2012-12-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11688,,,53,0
2012-12-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11767,,,55,0
2013-01-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12158,,,57,0
2013-01-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12057,,,56,0
2013-01-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,11927,,,56,0
2013-01-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12026,,,57,0
2013-01-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12164,,,58,0
2013-01-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12297,,,58,0
2013-01-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12400,,,57,0
2013-01-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12150,,,56,0
2013-01-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12185,,,57,0
2013-01-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,12472,,,59,0
