日付,ファンド名,基準価額,販売基準価額,解約価額,純資産総額(百万円),分配金
2015-02-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21213,,,1340,0
2015-02-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21248,,,1342,0
2015-02-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21325,,,1348,0
2015-02-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21321,,,1349,0
2015-02-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21520,,,1362,0
2015-02-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21550,,,1364,0
2015-03-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21565,,,1387,0
2015-03-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21592,,,1388,0
2015-03-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21451,,,1380,0
2015-03-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21547,,,1386,0
2015-03-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21790,,,1402,0
2015-03-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21660,,,1394,0
2015-03-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21561,,,1388,0
2015-03-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21574,,,1385,0
2015-03-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21870,,,1406,0
2015-03-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22064,,,1419,0
2015-03-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22035,,,1416,0
2015-03-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22208,,,1430,0
2015-03-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22378,,,1441,0
2015-03-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22285,,,1436,0
2015-03-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22351,,,1443,0
2015-03-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22516,,,1454,0
2015-03-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22450,,,1456,0
2015-03-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22512,,,1460,0
2015-03-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22181,,,1439,0
2015-03-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22126,,,1435,0
2015-03-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22197,,,1462,0
2015-03-31,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21987,,,1449,0
2015-04-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21786,,,1438,0
2015-04-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22146,,,1460,0
2015-04-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22288,,,1476,0
2015-04-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22236,,,1471,0
2015-04-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22492,,,1490,0
2015-04-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22633,,,1501,0
2015-04-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22713,,,1509,0
2015-04-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22648,,,1506,0
2015-04-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22601,,,1502,0
2015-04-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22666,,,1507,0
2015-04-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22636,,,1505,0
2015-04-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22787,,,1515,0
2015-04-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22635,,,1507,0
2015-04-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22548,,,1501,0
2015-04-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22923,,,1528,0
2015-04-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23107,,,1542,0
2015-04-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23150,,,1545,0
2015-04-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23064,,,1540,0
2015-04-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23066,,,1536,0
2015-04-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23189,,,1543,0
2015-04-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22696,,,1527,0
2015-05-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22597,,,1521,0
2015-05-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22439,,,1510,0
2015-05-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22628,,,1520,0
2015-05-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22780,,,1530,0
2015-05-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22836,,,1535,0
2015-05-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22865,,,1539,0
2015-05-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22685,,,1531,0
2015-05-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22910,,,1550,0
2015-05-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23189,,,1568,0
2015-05-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23284,,,1573,0
2015-05-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23427,,,1589,0
2015-05-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23476,,,1591,0
2015-05-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23492,,,1595,0
2015-05-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23652,,,1605,0
2015-05-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23658,,,1606,0
2015-05-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23684,,,1609,0
2015-05-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23846,,,1694,0
2015-05-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23857,,,1696,0
2015-06-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23927,,,1699,0
2015-06-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23866,,,1693,0
2015-06-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23804,,,1692,0
2015-06-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23861,,,1694,0
2015-06-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23763,,,1688,0
2015-06-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23690,,,1685,0
2015-06-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23296,,,1660,0
2015-06-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23210,,,1655,0
2015-06-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23505,,,1677,0
2015-06-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23540,,,1683,0
2015-06-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23546,,,1683,0
2015-06-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23374,,,1675,0
2015-06-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23287,,,1674,0
2015-06-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23042,,,1657,0
2015-06-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23246,,,1672,0
2015-06-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23496,,,1691,0
2015-06-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23893,,,1724,0
2015-06-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23941,,,1727,0
2015-06-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23813,,,1718,0
2015-06-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23779,,,1715,0
2015-06-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23176,,,1672,0
2015-06-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23256,,,1708,0
2015-07-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23343,,,1714,0
2015-07-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23510,,,1724,0
2015-07-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23565,,,1726,0
2015-07-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23113,,,1698,0
2015-07-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23353,,,1717,0
2015-07-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22565,,,1656,0
2015-07-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22529,,,1654,0
2015-07-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22581,,,1656,0
2015-07-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23007,,,1685,0
2015-07-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23367,,,1713,0
2015-07-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23476,,,1726,0
2015-07-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23681,,,1743,0
2015-07-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23713,,,1746,0
2015-07-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23868,,,1759,0
2015-07-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23601,,,1739,0
2015-07-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23736,,,1754,0
2015-07-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23608,,,1744,0
2015-07-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23352,,,1726,0
2015-07-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23231,,,1721,0
2015-07-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23296,,,1749,0
2015-07-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23487,,,1763,0
2015-07-31,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23661,,,1778,0
2015-08-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23661,,,1781,0
2015-08-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23664,,,1786,0
2015-08-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23751,,,1793,0
2015-08-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23861,,,1803,0
2015-08-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23941,,,1812,0
2015-08-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,24114,,,1825,0
2015-08-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,24061,,,1820,0
2015-08-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23746,,,1795,0
2015-08-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23778,,,1796,0
2015-08-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23728,,,1794,0
2015-08-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23848,,,1806,0
2015-08-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23838,,,1807,0
2015-08-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23499,,,1781,0
2015-08-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23148,,,1756,0
2015-08-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22423,,,1704,0
2015-08-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21109,,,1605,0
2015-08-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20420,,,1553,0
2015-08-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21084,,,1598,0
2015-08-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21392,,,1622,0
2015-08-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22096,,,1704,0
2015-08-31,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21910,,,1697,0
2015-09-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21064,,,1637,0
2015-09-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20904,,,1626,0
2015-09-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21027,,,1642,0
2015-09-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20592,,,1608,0
2015-09-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20608,,,1612,0
2015-09-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20195,,,1582,0
2015-09-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21485,,,1683,0
2015-09-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21088,,,1652,0
2015-09-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21100,,,1652,0
2015-09-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20845,,,1627,0
2015-09-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20843,,,1628,0
2015-09-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20993,,,1640,0
2015-09-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21267,,,1663,0
2015-09-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20846,,,1631,0
2015-09-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20341,,,1591,0
2015-09-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20723,,,1624,0
2015-09-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20665,,,1620,0
2015-09-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19757,,,1551,0
2015-09-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20268,,,1615,0
2015-10-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20721,,,1653,0
2015-10-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20753,,,1654,0
2015-10-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21028,,,1677,0
2015-10-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21198,,,1691,0
2015-10-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21448,,,1712,0
2015-10-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21278,,,1699,0
2015-10-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21762,,,1738,0
2015-10-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21589,,,1724,0
2015-10-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21123,,,1687,0
2015-10-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21408,,,1710,0
2015-10-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21625,,,1727,0
2015-10-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21465,,,1714,0
2015-10-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21530,,,1719,0
2015-10-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21927,,,1751,0
2015-10-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21804,,,1743,0
2015-10-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22229,,,1777,0
2015-10-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22390,,,1789,0
2015-10-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22162,,,1770,0
2015-10-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22221,,,1796,0
2015-10-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22218,,,1795,0
2015-10-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22378,,,1812,0
2015-11-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21930,,,1777,0
2015-11-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22123,,,1792,0
2015-11-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22335,,,1809,0
2015-11-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22458,,,1820,0
2015-11-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22850,,,1848,0
2015-11-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22830,,,1847,0
2015-11-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22914,,,1855,0
2015-11-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22889,,,1853,0
2015-11-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22778,,,1845,0
2015-11-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22572,,,1834,0
2015-11-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22782,,,1852,0
2015-11-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22787,,,1852,0
2015-11-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22986,,,1866,0
2015-11-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23026,,,1869,0
2015-11-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23065,,,1872,0
2015-11-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22903,,,1861,0
2015-11-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23013,,,1864,0
2015-11-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22899,,,1856,0
2015-11-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22695,,,1883,0
2015-12-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23007,,,1910,0
2015-12-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23010,,,1914,0
2015-12-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,23020,,,1914,0
2015-12-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22604,,,1877,0
2015-12-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22766,,,1889,0
2015-12-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22528,,,1867,0
2015-12-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22340,,,1851,0
2015-12-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22120,,,1832,0
2015-12-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22251,,,1842,0
2015-12-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21940,,,1816,0
2015-12-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21577,,,1788,0
2015-12-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22125,,,1836,0
2015-12-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22469,,,1862,0
2015-12-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22072,,,1830,0
2015-12-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21988,,,1823,0
2015-12-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22022,,,1826,0
2015-12-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21878,,,1816,0
2015-12-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21771,,,1807,0
2015-12-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21984,,,1825,0
2015-12-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22185,,,1840,0
2015-12-30,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,22241,,,1872,0
2016-01-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21697,,,1827,0
2016-01-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21627,,,1826,0
2016-01-06,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21399,,,1808,0
2016-01-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20953,,,1773,0
2016-01-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20801,,,1760,0
2016-01-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20146,,,1705,0
2016-01-13,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20725,,,1755,0
2016-01-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20216,,,1715,0
2016-01-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20155,,,1711,0
2016-01-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19943,,,1695,0
2016-01-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19982,,,1699,0
2016-01-20,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19240,,,1634,0
2016-01-21,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18703,,,1592,0
2016-01-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19743,,,1684,0
2016-01-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20017,,,1707,0
2016-01-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19546,,,1670,0
2016-01-27,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20129,,,1724,0
2016-01-28,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20004,,,1742,0
2016-01-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20580,,,1794,0
2016-02-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,21018,,,1835,0
2016-02-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20866,,,1822,0
2016-02-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,20203,,,1764,0
2016-02-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19952,,,1741,0
2016-02-05,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19666,,,1717,0
2016-02-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19831,,,1731,0
2016-02-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18737,,,1645,0
2016-02-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18172,,,1597,0
2016-02-12,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,17181,,,1512,0
2016-02-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18562,,,1631,0
2016-02-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18631,,,1626,0
2016-02-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18418,,,1607,0
2016-02-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18838,,,1642,0
2016-02-19,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18560,,,1623,0
2016-02-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18674,,,1634,0
2016-02-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18549,,,1623,0
2016-02-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18451,,,1614,0
2016-02-25,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18789,,,1646,0
2016-02-26,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18845,,,1654,0
2016-02-29,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18647,,,1635,0
2016-03-01,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,18692,,,1668,0
2016-03-02,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19393,,,1733,0
2016-03-03,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19673,,,1763,0
2016-03-04,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19764,,,1769,0
2016-03-07,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19570,,,1750,0
2016-03-08,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19368,,,1732,0
2016-03-09,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19145,,,1712,0
2016-03-10,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19431,,,1738,0
2016-03-11,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19533,,,1742,0
2016-03-14,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19830,,,1769,0
2016-03-15,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19716,,,1759,0
2016-03-16,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19550,,,1744,0
2016-03-17,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19528,,,1741,0
2016-03-18,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19327,,,1723,0
2016-03-22,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19685,,,1755,0
2016-03-23,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19602,,,1747,0
2016-03-24,三井住友・ＤＣつみたてＮＩＳＡ・日本株インデックスファンド,19464,,,1736,0
