Ç¬Ç›ÇΩÇƒì˙ñ{äîéÆÅiì˙åoïΩãœÅj
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2020/08/24,12309,12309,,151.32
2020/08/25,12475,12475,,153.40
2020/08/26,12472,12472,,154.83
2020/08/27,12428,12428,,154.70
2020/08/28,12260,12260,,153.00
2020/08/31,12397,12397,,154.82
2020/09/01,12396,12396,,156.68
2020/09/02,12455,12455,,157.62
2020/09/03,12572,12572,,159.07
2020/09/04,12432,12432,,157.24
2020/09/07,12370,12370,,156.41
2020/09/08,12468,12468,,158.13
2020/09/09,12338,12338,,156.45
2020/09/10,12448,12448,,158.44
2020/09/11,12539,12539,,160.03
2020/09/14,12620,12620,,161.16
2020/09/15,12564,12564,,160.40
2020/09/16,12575,12575,,160.89
2020/09/17,12491,12491,,160.02
2020/09/18,12513,12513,,161.25
2020/09/23,12506,12506,,160.29
2020/09/24,12367,12367,,160.66
2020/09/25,12429,12429,,160.52
2020/09/28,12593,12593,,164.31
2020/09/29,12684,12684,,166.52
2020/09/30,12493,12493,,163.94
2020/10/01,12494,12494,,165.96
2020/10/02,12409,12409,,164.96
2020/10/05,12561,12561,,167.06
2020/10/06,12627,12627,,167.98
2020/10/07,12621,12621,,168.18
2020/10/08,12742,12742,,169.76
2020/10/09,12726,12726,,169.50
2020/10/12,12693,12693,,169.01
2020/10/13,12717,12717,,170.60
2020/10/14,12730,12730,,170.71
2020/10/15,12666,12666,,169.79
2020/10/16,12614,12614,,169.49
2020/10/19,12754,12754,,171.61
2020/10/20,12698,12698,,170.83
2020/10/21,12737,12737,,172.30
2020/10/22,12648,12648,,171.32
2020/10/23,12670,12670,,172.27
2020/10/26,12658,12658,,171.60
2020/10/27,12654,12654,,173.63
2020/10/28,12617,12617,,173.56
2020/10/29,12571,12571,,173.00
2020/10/30,12380,12380,,170.43
2020/11/02,12552,12552,,173.10
2020/11/04,12768,12768,,178.19
2020/11/05,12988,12988,,181.13
2020/11/06,13107,13107,,182.68
2020/11/09,13385,13385,,186.66
2020/11/10,13421,13421,,186.77
2020/11/11,13661,13661,,190.67
2020/11/12,13753,13753,,191.71
2020/11/13,13680,13680,,190.29
2020/11/16,13962,13962,,193.95
2020/11/17,14019,14019,,195.17
2020/11/18,13864,13864,,192.71
2020/11/19,13813,13813,,191.65
2020/11/20,13756,13756,,190.60
2020/11/24,14100,14100,,196.22
2020/11/25,14171,14171,,197.32
2020/11/26,14301,14301,,200.51
2020/11/27,14358,14358,,201.61
2020/11/30,14244,14244,,200.29
2020/12/01,14435,14435,,205.05
2020/12/02,14442,14442,,205.19
2020/12/03,14447,14447,,205.10
2020/12/04,14415,14415,,204.48
2020/12/07,14305,14305,,202.76
2020/12/08,14262,14262,,202.57
2020/12/09,14451,14451,,205.16
2020/12/10,14417,14417,,204.41
2020/12/11,14361,14361,,204.71
2020/12/14,14405,14405,,205.42
2020/12/15,14380,14380,,205.03
2020/12/16,14418,14418,,205.82
2020/12/17,14444,14444,,206.36
2020/12/18,14421,14421,,205.98
2020/12/21,14394,14394,,205.55
2020/12/22,14244,14244,,204.71
2020/12/23,14292,14292,,205.37
2020/12/24,14369,14369,,206.39
2020/12/25,14363,14363,,206.18
2020/12/28,14469,14469,,209.45
2020/12/29,14872,14872,,216.39
2020/12/30,14805,14805,,215.17
2021/01/04,14705,14705,,213.86
2021/01/05,14650,14650,,215.16
2021/01/06,14595,14595,,214.35
2021/01/07,14829,14829,,218.12
2021/01/08,15179,15179,,223.06
2021/01/12,15193,15193,,223.10
2021/01/13,15350,15350,,226.67
2021/01/14,15481,15481,,228.34
2021/01/15,15384,15384,,226.72
2021/01/18,15234,15234,,224.87
2021/01/19,15445,15445,,228.23
2021/01/20,15385,15385,,227.10
2021/01/21,15511,15511,,229.92
2021/01/22,15444,15444,,229.04
2021/01/25,15546,15546,,230.39
2021/01/26,15397,15397,,229.74
2021/01/27,15445,15445,,230.89
2021/01/28,15208,15208,,227.69
2021/01/29,14922,14922,,223.44
2021/02/01,15153,15153,,227.09
2021/02/02,15298,15298,,231.55
2021/02/03,15451,15451,,233.69
2021/02/04,15287,15287,,231.07
2021/02/05,15523,15523,,234.54
2021/02/08,15852,15852,,239.50
2021/02/09,15915,15915,,240.65
2021/02/10,15945,15945,,241.76
2021/02/12,15921,15921,,242.49
2021/02/15,16226,16226,,246.23
2021/02/16,16434,16434,,249.61
2021/02/17,16339,16339,,248.22
2021/02/18,16307,16307,,247.56
2021/02/19,16190,16190,,245.60
2021/02/22,16264,16264,,246.62
2021/02/24,16002,16002,,243.83
2021/02/25,16276,16276,,247.94
2021/02/26,15628,15628,,239.72
2021/03/01,15999,15999,,246.35
2021/03/02,15862,15862,,247.32
2021/03/03,15943,15943,,248.48
2021/03/04,15603,15603,,243.02
2021/03/05,15567,15567,,242.44
2021/03/08,15502,15502,,241.57
2021/03/09,15656,15656,,244.34
2021/03/10,15660,15660,,244.20
2021/03/11,15754,15754,,246.92
2021/03/12,16028,16028,,251.33
2021/03/15,16053,16053,,251.56
2021/03/16,16136,16136,,253.22
2021/03/17,16132,16132,,253.44
2021/03/18,16296,16296,,255.94
2021/03/19,16066,16066,,252.39
2021/03/22,15732,15732,,247.16
2021/03/23,15637,15637,,247.22
2021/03/24,15318,15318,,242.13
2021/03/25,15493,15493,,244.87
2021/03/26,15734,15734,,250.64
2021/03/29,15844,15844,,253.04
2021/03/30,15968,15968,,255.66
2021/03/31,15829,15829,,253.51
2021/04/01,15943,15943,,257.67
2021/04/02,16196,16196,,262.04
2021/04/05,16323,16323,,264.00
2021/04/06,16110,16110,,260.51
2021/04/07,16128,16128,,261.14
2021/04/08,16116,16116,,260.83
2021/04/09,16149,16149,,261.25
2021/04/12,16024,16024,,259.20
2021/04/13,16139,16139,,262.66
2021/04/14,16068,16068,,261.43
2021/04/15,16080,16080,,261.57
2021/04/16,16103,16103,,262.41
2021/04/19,16103,16103,,262.71
2021/04/20,15786,15786,,257.50
2021/04/21,15465,15465,,254.42
2021/04/22,15832,15832,,259.81
2021/04/23,15741,15741,,258.22
2021/04/26,15799,15799,,259.28
2021/04/27,15725,15725,,260.56
2021/04/28,15760,15760,,261.66
2021/04/30,15631,15631,,259.60
2021/05/06,15912,15912,,267.83
2021/05/07,15926,15926,,268.01
2021/05/10,16014,16014,,269.46
2021/05/11,15521,15521,,262.45
2021/05/12,15271,15271,,259.35
2021/05/13,14892,14892,,252.97
2021/05/14,15238,15238,,257.92
2021/05/17,15098,15098,,255.59
2021/05/18,15416,15416,,261.92
2021/05/19,15218,15218,,259.43
2021/05/20,15248,15248,,259.92
2021/05/21,15367,15367,,263.17
2021/05/24,15392,15392,,263.96
2021/05/25,15495,15495,,264.83
2021/05/26,15542,15542,,267.71
2021/05/27,15492,15492,,267.53
2021/05/28,15817,15817,,273.72
2021/05/31,15660,15660,,271.11
2021/06/01,15634,15634,,274.17
2021/06/02,15706,15706,,275.80
2021/06/03,15767,15767,,275.88
2021/06/04,15703,15703,,274.71
2021/06/07,15745,15745,,275.39
2021/06/08,15715,15715,,275.49
2021/06/09,15658,15658,,274.45
2021/06/10,15712,15712,,275.34
2021/06/11,15706,15706,,276.65
2021/06/14,15822,15822,,278.91
2021/06/15,15973,15973,,281.58
2021/06/16,15892,15892,,280.72
2021/06/17,15744,15744,,278.46
2021/06/18,15714,15714,,277.94
2021/06/21,15197,15197,,268.93
2021/06/22,15665,15665,,279.98
2021/06/23,15660,15660,,278.86
2021/06/24,15660,15660,,278.88
2021/06/25,15764,15764,0,280.69
2021/06/28,15753,15753,,282.62
2021/06/29,15641,15641,,281.98
2021/06/30,15630,15630,,281.85
2021/07/01,15583,15583,,284.66
2021/07/02,15625,15625,,285.79
2021/07/05,15524,15524,,283.94
2021/07/06,15549,15549,,284.53
2021/07/07,15399,15399,,282.24
2021/07/08,15263,15263,,279.76
2021/07/09,15168,15168,,277.07
2021/07/12,15506,15506,,283.27
2021/07/13,15586,15586,,286.39
2021/07/14,15527,15527,,285.17
2021/07/15,15348,15348,,281.80
2021/07/16,15198,15198,,279.70
2021/07/19,15008,15008,,276.63
2021/07/20,14865,14865,,274.09
2021/07/21,14951,14951,,276.97
2021/07/26,15105,15105,,280.47
2021/07/27,15179,15179,,285.68
2021/07/28,14967,14967,,281.28
2021/07/29,15078,15078,,283.51
2021/07/30,14807,14807,,278.37
2021/08/02,15076,15076,,283.81
2021/08/03,15000,15000,,285.28
2021/08/04,14969,14969,,284.63
2021/08/05,15047,15047,,286.07
2021/08/06,15097,15097,,287.12
2021/08/10,15133,15133,,288.31
2021/08/11,15233,15233,,291.59
2021/08/12,15203,15203,,291.24
2021/08/13,15182,15182,,290.87
2021/08/16,14935,14935,,286.18
2021/08/17,14881,14881,,287.05
2021/08/18,14969,14969,,288.78
2021/08/19,14804,14804,,285.59
2021/08/20,14659,14659,,282.78
2021/08/23,14920,14920,,288.30
2021/08/24,15049,15049,,291.28
2021/08/25,15045,15045,,291.15
2021/08/26,15054,15054,,293.50
2021/08/27,14999,14999,,293.17
2021/08/30,15086,15086,,295.47
2021/08/31,15249,15249,,298.94
2021/09/01,15445,15445,,305.37
2021/09/02,15495,15495,,306.84
2021/09/03,15813,15813,,313.25
2021/09/06,16102,16102,,318.85
2021/09/07,16242,16242,,322.27
2021/09/08,16386,16386,,324.91
2021/09/09,16291,16291,,322.69
2021/09/10,16494,16494,,326.42
2021/09/13,16530,16530,,328.25
2021/09/14,16650,16650,,330.81
2021/09/15,16564,16564,,328.92
2021/09/16,16462,16462,,327.90
2021/09/17,16558,16558,,330.17
2021/09/21,16199,16199,,322.95
2021/09/22,16088,16088,,323.20
2021/09/24,16419,16419,,329.45
2021/09/27,16413,16413,,328.82
2021/09/28,16382,16382,,331.51
2021/09/29,16136,16136,,327.59
2021/09/30,16083,16083,,325.79
2021/10/01,15711,15711,,321.02
2021/10/04,15529,15529,,317.90
2021/10/05,15191,15191,,311.02
2021/10/06,15031,15031,,307.84
2021/10/07,15117,15117,,310.13
2021/10/08,15318,15318,,314.23
2021/10/11,15562,15562,,319.27
2021/10/12,15414,15414,,317.86
2021/10/13,15366,15366,,316.94
2021/10/14,15590,15590,,321.49
2021/10/15,15873,15873,,327.25
2021/10/18,15848,15848,,327.26
2021/10/19,15953,15953,,329.76
2021/10/20,15975,15975,,330.09
2021/10/21,15676,15676,,325.13
2021/10/22,15728,15728,,326.60
2021/10/25,15616,15616,,324.34
2021/10/26,15892,15892,,332.32
2021/10/27,15887,15887,,332.93
2021/10/28,15736,15736,,330.31
2021/10/29,15776,15776,,331.27
2021/11/01,16188,16188,,340.21
2021/11/02,16120,16120,,341.69
2021/11/04,16270,16270,,344.76
2021/11/05,16171,16171,,342.47
2021/11/08,16113,16113,,341.38
2021/11/09,15993,15993,,339.34
2021/11/10,15895,15895,,337.19
2021/11/11,15989,15989,,340.62
2021/11/12,16170,16170,,344.68
2021/11/15,16262,16262,,346.59
2021/11/16,16279,16279,,347.58
2021/11/17,16213,16213,,346.50
2021/11/18,16164,16164,,345.42
2021/11/19,16245,16245,,347.15
2021/11/22,16260,16260,,347.51
2021/11/24,16003,16003,,343.78
2021/11/25,16110,16110,,346.05
2021/11/26,15702,15702,,339.43
2021/11/29,15446,15446,,335.82
2021/11/30,15192,15192,,331.12
2021/12/01,15259,15259,,335.53
2021/12/02,15157,15157,,333.89
2021/12/03,15308,15308,,337.26
2021/12/06,15251,15251,,335.95
2021/12/07,15540,15540,,343.06
2021/12/08,15761,15761,,346.89
2021/12/09,15687,15687,,345.23
2021/12/10,15530,15530,,341.72
2021/12/13,15641,15641,,345.58
2021/12/14,15527,15527,,343.39
2021/12/15,15542,15542,,343.66
2021/12/16,15872,15872,,351.74
2021/12/17,15588,15588,,345.86
2021/12/20,15256,15256,,338.50
2021/12/21,15573,15573,,347.03
2021/12/22,15597,15597,,348.00
2021/12/23,15726,15726,,350.92
2021/12/24,15717,15717,,350.65
2021/12/27,15659,15659,,349.49
2021/12/28,15873,15873,,357.99
2021/12/29,15804,15804,,356.50
2021/12/30,15742,15742,,355.08
2022/01/04,16020,16020,,361.80
2022/01/05,16036,16036,,365.02
2022/01/06,15575,15575,,354.58
2022/01/07,15569,15569,,355.00
2022/01/11,15429,15429,,351.83
2022/01/12,15726,15726,,360.36
2022/01/13,15575,15575,,356.89
2022/01/14,15375,15375,,352.30
2022/01/17,15489,15489,,355.09
2022/01/18,15447,15447,,355.28
2022/01/19,15015,15015,,345.40
2022/01/20,15182,15182,,350.40
2022/01/21,15045,15045,,348.54
2022/01/24,15080,15080,,349.91
2022/01/25,14830,14830,,344.19
2022/01/26,14765,14765,,344.01
2022/01/27,14306,14306,,334.19
2022/01/28,14604,14604,,341.88
2022/01/31,14760,14760,,345.71
2022/02/01,14801,14801,,349.59
2022/02/02,15050,15050,,356.08
2022/02/03,14890,14890,,352.28
2022/02/04,15000,15000,,354.83
2022/02/07,14895,14895,,352.29
2022/02/08,14914,14914,,353.50
2022/02/09,15075,15075,,357.27
2022/02/10,15139,15139,,358.68
2022/02/14,14802,14802,,352.11
2022/02/15,14685,14685,,349.64
2022/02/16,15010,15010,,358.23
2022/02/17,14885,14885,,355.71
2022/02/18,14825,14825,,354.27
2022/02/21,14710,14710,,351.66
2022/02/22,14457,14457,,347.41
2022/02/24,14196,14196,,341.22
2022/02/25,14480,14480,,348.10
2022/02/28,14507,14507,,351.09
2022/03/01,14680,14680,,360.08
2022/03/02,14433,14433,,354.32
2022/03/03,14535,14535,,356.85
2022/03/04,14212,14212,,348.86
2022/03/07,13792,13792,,338.73
2022/03/08,13556,13556,,333.70
2022/03/09,13517,13517,,332.73
2022/03/10,14049,14049,,345.74
2022/03/11,13761,13761,,339.99
2022/03/14,13839,13839,,342.21
2022/03/15,13860,13860,,342.73
2022/03/16,14088,14088,,349.15
2022/03/17,14575,14575,,362.66
2022/03/18,14671,14671,,363.93
2022/03/22,14888,14888,,369.44
2022/03/23,15333,15333,,382.40
2022/03/24,15371,15371,,383.07
2022/03/25,15393,15393,,383.47
2022/03/28,15279,15279,,382.94
2022/03/29,15448,15448,,388.85
2022/03/30,15454,15454,,388.92
2022/03/31,15341,15341,,386.16
2022/04/01,15255,15255,,386.73
2022/04/04,15295,15295,,388.31
2022/04/05,15323,15323,,389.03
2022/04/06,15082,15082,,383.07
2022/04/07,14826,14826,,378.04
2022/04/08,14880,14880,,379.41
2022/04/11,14789,14789,,377.08
2022/04/12,14520,14520,,371.97
2022/04/13,14801,14801,,378.27
2022/04/14,14982,14982,,382.88
2022/04/15,14939,14939,,381.70
2022/04/18,14776,14776,,378.33
2022/04/19,14880,14880,,382.54
2022/04/20,15006,15006,,384.72
2022/04/21,15191,15191,,390.74
2022/04/22,14945,14945,,384.83
2022/04/25,14660,14660,,377.54
2022/04/26,14721,14721,,382.35
2022/04/27,14549,14549,,378.75
2022/04/28,14803,14803,,386.02
2022/05/02,14788,14788,,386.26
2022/05/06,14891,14891,,392.48
2022/05/09,14513,14513,,381.94
2022/05/10,14431,14431,,380.83
2022/05/11,14458,14458,,382.98
2022/05/12,14203,14203,,376.53
2022/05/13,14579,14579,,386.56
2022/05/16,14645,14645,,388.35
2022/05/17,14707,14707,,390.20
2022/05/18,14846,14846,,393.70
2022/05/19,14565,14565,,386.23
2022/05/20,14752,14752,,392.11
2022/05/23,14897,14897,,396.31
2022/05/24,14756,14756,,393.10
2022/05/25,14717,14717,,392.02
2022/05/26,14677,14677,,393.26
2022/05/27,14775,14775,,396.76
2022/05/30,15099,15099,,406.17
2022/05/31,15049,15049,,405.09
2022/06/01,15148,15148,,410.51
2022/06/02,15123,15123,,410.35
2022/06/03,15315,15315,,415.54
2022/06/06,15400,15400,,417.79
2022/06/07,15416,15416,,418.87
2022/06/08,15575,15575,,423.10
2022/06/09,15582,15582,,423.16
2022/06/10,15349,15349,,416.71
2022/06/13,14886,14886,,405.54
2022/06/14,14691,14691,,400.64
2022/06/15,14522,14522,,396.21
2022/06/16,14581,14581,,398.65
2022/06/17,14321,14321,,391.98
2022/06/20,14217,14217,,389.25
2022/06/21,14479,14479,,397.99
2022/06/22,14425,14425,,397.03
2022/06/23,14437,14437,,397.46
2022/06/24,14614,14614,,402.35
2022/06/27,14822,14822,0,408.23
2022/06/28,14922,14922,,414.68
2022/06/29,14802,14802,,411.56
2022/06/30,14577,14577,,405.28
2022/07/01,14323,14323,,401.28
2022/07/04,14445,14445,,405.38
2022/07/05,14592,14592,,409.59
2022/07/06,14417,14417,,404.82
2022/07/07,14630,14630,,411.42
2022/07/08,14646,14646,,411.88
2022/07/11,14806,14806,,416.40
2022/07/12,14544,14544,,410.73
2022/07/13,14623,14623,,412.96
2022/07/14,14714,14714,,415.55
2022/07/15,14793,14793,,417.71
2022/07/19,14889,14889,,421.23
2022/07/20,15286,15286,,433.00
2022/07/21,15353,15353,,436.24
2022/07/22,15415,15415,,438.37
2022/07/25,15296,15296,,434.91
2022/07/26,15271,15271,,436.58
2022/07/27,15305,15305,,438.45
2022/07/28,15361,15361,,440.67
2022/07/29,15353,15353,,440.58
2022/08/01,15458,15458,,443.87
2022/08/02,15239,15239,,440.78
2022/08/03,15319,15319,,443.12
2022/08/04,15425,15425,,446.11
2022/08/05,15559,15559,,449.84
2022/08/08,15599,15599,,451.17
2022/08/09,15461,15461,,447.73
2022/08/10,15361,15361,,444.67
2022/08/12,15763,15763,,457.81
2022/08/15,15943,15943,,463.27
2022/08/16,15940,15940,,463.96
2022/08/17,16136,16136,,469.97
2022/08/18,15981,15981,,465.25
2022/08/19,15974,15974,,465.02
2022/08/22,15899,15899,,462.88
2022/08/23,15710,15710,,459.25
2022/08/24,15633,15633,,457.01
2022/08/25,15725,15725,,459.74
2022/08/26,15814,15814,,464.60
2022/08/29,15393,15393,,453.23
2022/08/30,15576,15576,,459.60
2022/08/31,15518,15518,,457.96
2022/09/01,15280,15280,,453.79
2022/09/02,15275,15275,,454.32
2022/09/05,15257,15257,,453.82
2022/09/06,15261,15261,,454.18
2022/09/07,15153,15153,,451.52
2022/09/08,15503,15503,,461.89
2022/09/09,15586,15586,,464.21
2022/09/12,15766,15766,,469.52
2022/09/13,15806,15806,,472.48
2022/09/14,15367,15367,,459.10
2022/09/15,15398,15398,,460.19
2022/09/16,15227,15227,,455.88
2022/09/20,15293,15293,,458.34
2022/09/21,15087,15087,,453.69
2022/09/22,15001,15001,,451.69
2022/09/26,14598,14598,,439.84
2022/09/27,14674,14674,,445.55
2022/09/28,14454,14454,,439.59
2022/09/29,14712,14712,,447.63
2022/09/30,14445,14445,,439.52
2022/10/03,14599,14599,,447.36
2022/10/04,15029,15029,,461.26
2022/10/05,15102,15102,,463.35
2022/10/06,15208,15208,,466.79
2022/10/07,15099,15099,,463.97
2022/10/11,14702,14702,,451.75
2022/10/12,14698,14698,,453.49
2022/10/13,14610,14610,,450.77
2022/10/14,15084,15084,,465.38
2022/10/17,14908,14908,,459.81
2022/10/18,15121,15121,,467.81
2022/10/19,15176,15176,,469.46
2022/10/20,15037,15037,,464.99
2022/10/21,14973,14973,,464.43
2022/10/24,15019,15019,,466.46
2022/10/25,15172,15172,,471.25
2022/10/26,15273,15273,,476.75
2022/10/27,15224,15224,,476.06
2022/10/28,15091,15091,,472.46
2022/10/31,15360,15360,,481.09
2022/11/01,15411,15411,,485.72
2022/11/02,15402,15402,,485.97
2022/11/04,15144,15144,,477.76
2022/11/07,15327,15327,,484.39
2022/11/08,15519,15519,,490.19
2022/11/09,15431,15431,,487.23
2022/11/10,15281,15281,,482.37
2022/11/11,15739,15739,,498.33
2022/11/14,15571,15571,,493.07
2022/11/15,15586,15586,,493.46
2022/11/16,15607,15607,,495.87
2022/11/17,15553,15553,,494.56
2022/11/18,15535,15535,,494.03
2022/11/21,15560,15560,,494.93
2022/11/22,15655,15655,,499.80
2022/11/24,15804,15804,,503.58
2022/11/25,15749,15749,,501.67
2022/11/28,15681,15681,,501.89
2022/11/29,15606,15606,,501.25
2022/11/30,15573,15573,,500.20
2022/12/01,15716,15716,,507.89
2022/12/02,15466,15466,,500.36
2022/12/05,15489,15489,,501.23
2022/12/06,15525,15525,,502.44
2022/12/07,15414,15414,,499.36
2022/12/08,15352,15352,,497.30
2022/12/09,15534,15534,,503.17
2022/12/12,15501,15501,,502.04
2022/12/13,15564,15564,,505.97
2022/12/14,15675,15675,,510.50
2022/12/15,15617,15617,,507.53
2022/12/16,15325,15325,,499.89
2022/12/19,15165,15165,,495.17
2022/12/20,14791,14791,,482.21
2022/12/21,14691,14691,,480.49
2022/12/22,14757,14757,,483.42
2022/12/23,14605,14605,,478.55
2022/12/26,14701,14701,,481.93
2022/12/27,14723,14723,,486.15
2022/12/28,14663,14663,,484.92
2022/12/29,14548,14548,,481.62
2022/12/30,14551,14551,,482.00
2023/01/04,14338,14338,,475.48
2023/01/05,14397,14397,,482.05
2023/01/06,14483,14483,,484.16
2023/01/10,14595,14595,,488.47
2023/01/11,14745,14745,,494.76
2023/01/12,14747,14747,,494.85
2023/01/13,14563,14563,,488.75
2023/01/16,14397,14397,,484.25
2023/01/17,14574,14574,,491.62
2023/01/18,14937,14937,,502.90
2023/01/19,14722,14722,,495.41
2023/01/20,14805,14805,,498.16
2023/01/23,15001,15001,,506.55
2023/01/24,15220,15220,,514.64
2023/01/25,15273,15273,,516.35
2023/01/26,15255,15255,,518.12
2023/01/27,15266,15266,,519.44
2023/01/30,15295,15295,,521.16
2023/01/31,15236,15236,,519.46
2023/02/01,15247,15247,,522.68
2023/02/02,15277,15277,,524.33
2023/02/03,15337,15337,,526.30
2023/02/06,15440,15440,,529.66
2023/02/07,15435,15435,,530.27
2023/02/08,15391,15391,,528.56
2023/02/09,15378,15378,,528.06
2023/02/10,15427,15427,,529.63
2023/02/13,15290,15290,,526.44
2023/02/14,15388,15388,,531.18
2023/02/15,15332,15332,,528.17
2023/02/16,15441,15441,,532.78
2023/02/17,15338,15338,,529.63
2023/02/20,15348,15348,,529.94
2023/02/21,15315,15315,,530.30
2023/02/22,15110,15110,,523.72
2023/02/24,15304,15304,,531.50
2023/02/27,15296,15296,,530.33
2023/02/28,15308,15308,,534.86
2023/03/01,15348,15348,,539.71
2023/03/02,15338,15338,,539.99
2023/03/03,15576,15576,,548.31
2023/03/06,15749,15749,,554.20
2023/03/07,15789,15789,,556.12
2023/03/08,15864,15864,,558.51
2023/03/09,15964,15964,,561.75
2023/03/10,15696,15696,,552.00
2023/03/13,15523,15523,,547.24
2023/03/14,15182,15182,,535.59
2023/03/15,15186,15186,,535.75
2023/03/16,15064,15064,,532.38
2023/03/17,15244,15244,,539.31
2023/03/20,15027,15027,,531.61
2023/03/22,15319,15319,,543.54
2023/03/23,15291,15291,,543.19
2023/03/24,15273,15273,,542.41
2023/03/27,15324,15324,,544.36
2023/03/28,15347,15347,,549.25
2023/03/29,15550,15550,,556.84
2023/03/30,15638,15638,,559.83
2023/03/31,15783,15783,,565.19
2023/04/03,15866,15866,,570.94
2023/04/04,15921,15921,,573.27
2023/04/05,15654,15654,,563.33
2023/04/06,15463,15463,,555.76
2023/04/07,15488,15488,,557.26
2023/04/10,15553,15553,,559.53
2023/04/11,15716,15716,,566.88
2023/04/12,15805,15805,,570.29
2023/04/13,15847,15847,,571.69
2023/04/14,16036,16036,,578.33
2023/04/17,16048,16048,,578.55
2023/04/18,16129,16129,,582.76
2023/04/19,16100,16100,,581.28
2023/04/20,16128,16128,,582.03
2023/04/21,16076,16076,,581.50
2023/04/24,16092,16092,,582.61
2023/04/25,16107,16107,,583.06
2023/04/26,15993,15993,,581.08
2023/04/27,16016,16016,,582.93
2023/04/28,16241,16241,,591.83
2023/05/01,16391,16391,,597.73
2023/05/02,16410,16410,,601.69
2023/05/08,16293,16293,,596.98
2023/05/09,16458,16458,,603.71
2023/05/10,16391,16391,,600.94
2023/05/11,16395,16395,,602.45
2023/05/12,16545,16545,,608.22
2023/05/15,16679,16679,,612.93
2023/05/16,16801,16801,,618.02
2023/05/17,16942,16942,,623.40
2023/05/18,17213,17213,,632.69
2023/05/19,17346,17346,,636.71
2023/05/22,17501,17501,,641.48
2023/05/23,17428,17428,,640.01
2023/05/24,17273,17273,,633.41
2023/05/25,17340,17340,,635.15
2023/05/26,17405,17405,,639.58
2023/05/29,17584,17584,,646.74
2023/05/30,17636,17636,,649.21
2023/05/31,17388,17388,,639.60
2023/06/01,17534,17534,,647.73
2023/06/02,17746,17746,,656.06
2023/06/05,18136,18136,,670.15
2023/06/06,18298,18298,,675.66
2023/06/07,17964,17964,,663.29
2023/06/08,17811,17811,,658.16
2023/06/09,18162,18162,,669.90
2023/06/12,18258,18258,,672.81
2023/06/13,18587,18587,,686.55
2023/06/14,18859,18859,,696.01
2023/06/15,18849,18849,,694.92
2023/06/16,18973,18973,,699.91
2023/06/19,18785,18785,,692.94
2023/06/20,18794,18794,,694.08
2023/06/21,18899,18899,,699.33
2023/06/22,18724,18724,,692.27
2023/06/23,18451,18451,,682.03
2023/06/26,18405,18405,0,680.30
2023/06/27,18315,18315,,683.76
2023/06/28,18683,18683,,698.14
2023/06/29,18725,18725,,699.47
2023/06/30,18700,18700,,698.19
2023/07/03,19017,19017,,713.29
2023/07/04,18830,18830,,706.65
2023/07/05,18784,18784,,704.64
2023/07/06,18465,18465,,692.82
2023/07/07,18249,18249,,685.39
2023/07/10,18136,18136,,681.02
2023/07/11,18145,18145,,682.81
2023/07/12,17998,17998,,677.48
2023/07/13,18267,18267,,687.65
2023/07/14,18250,18250,,686.84
2023/07/18,18307,18307,,688.78
2023/07/19,18534,18534,,698.77
2023/07/20,18305,18305,,689.82
2023/07/21,18200,18200,,687.32
2023/07/24,18423,18423,,696.30
2023/07/25,18413,18413,,695.76
2023/07/26,18404,18404,,698.01
2023/07/27,18530,18530,,703.65
2023/07/28,18457,18457,,701.37
2023/07/31,18690,18690,,710.45
2023/08/01,18861,18861,,720.29
2023/08/02,18427,18427,,704.37
2023/08/03,18119,18119,,692.41
2023/08/04,18139,18139,,693.21
2023/08/07,18174,18174,,694.43
2023/08/08,18241,18241,,697.91
2023/08/09,18145,18145,,694.09
2023/08/10,18298,18298,,699.75
2023/08/14,18063,18063,,692.33
2023/08/15,18164,18164,,696.44
2023/08/16,17898,17898,,687.29
2023/08/17,17819,17819,,684.75
2023/08/18,17720,17720,,681.04
2023/08/21,17784,17784,,683.72
2023/08/22,17948,17948,,692.34
2023/08/23,18034,18034,,695.54
2023/08/24,18190,18190,,701.45
2023/08/25,17817,17817,,686.97
2023/08/28,18124,18124,,701.72
2023/08/29,18156,18156,,705.06
2023/08/30,18227,18227,,707.63
2023/08/31,18388,18388,,713.94
2023/09/01,18439,18439,,719.17
2023/09/04,18568,18568,,725.11
2023/09/05,18623,18623,,726.94
2023/09/06,18738,18738,,731.51
2023/09/07,18596,18596,,726.41
2023/09/08,18380,18380,,717.74
2023/09/11,18301,18301,,714.61
2023/09/12,18475,18475,,723.31
2023/09/13,18435,18435,,721.66
2023/09/14,18696,18696,,731.71
2023/09/15,18901,18901,,739.41
2023/09/19,18737,18737,,733.82
2023/09/20,18614,18614,,729.42
2023/09/21,18359,18359,,720.98
2023/09/22,18264,18264,,717.79
2023/09/25,18418,18418,,723.94
2023/09/26,18213,18213,,718.70
2023/09/27,18245,18245,,721.14
2023/09/28,18090,18090,,715.81
2023/09/29,18082,18082,,715.84
2023/10/02,18027,18027,,714.14
2023/10/03,17729,17729,,706.50
2023/10/04,17324,17324,,690.22
2023/10/05,17636,17636,,702.52
2023/10/06,17591,17591,,700.94
2023/10/10,18017,18017,,718.73
