ÇÖÇlÇ`ÇwÇhÇr ÇrÇåÇâÇç ëSê¢äEäîéÆÅiÇRínàÊãœìôå^Åj
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2023/03/22,13927,13927,,66.70
2023/03/23,13809,13809,,66.24
2023/03/24,13848,13848,,66.51
2023/03/27,13843,13843,,66.51
2023/03/28,13848,13848,,66.59
2023/03/29,13984,13984,,67.30
2023/03/30,14203,14203,,68.14
2023/03/31,14397,14397,,69.08
2023/04/03,14461,14461,,69.41
2023/04/04,14465,14465,,69.47
2023/04/05,14275,14275,,68.90
2023/04/06,14170,14170,,68.32
2023/04/07,14230,14230,,68.61
2023/04/10,14327,14327,,69.10
2023/04/11,14437,14437,,69.64
2023/04/12,14542,14542,,70.14
2023/04/13,14498,14498,,70.10
2023/04/14,14549,14549,,70.34
2023/04/17,14666,14666,,70.94
2023/04/18,14760,14760,,71.43
2023/04/19,14734,14734,,71.31
2023/04/20,14732,14732,,71.35
2023/04/21,14658,14658,,71.00
2023/04/24,14609,14609,,70.81
2023/04/25,14635,14635,0,70.90
2023/04/26,14413,14413,,69.89
2023/04/27,14429,14429,,69.98
2023/04/28,14611,14611,,70.90
2023/05/01,14913,14913,,72.40
2023/05/02,14959,14959,,72.65
2023/05/08,14779,14779,,71.78
2023/05/09,14890,14890,,72.64
2023/05/10,14803,14803,,72.22
2023/05/11,14734,14734,,73.24
2023/05/12,14763,14763,,73.43
2023/05/15,14873,14873,,73.88
2023/05/16,14955,14955,,74.21
2023/05/17,14970,14970,,74.30
2023/05/18,15139,15139,,75.09
2023/05/19,15250,15250,,75.66
2023/05/22,15236,15236,,75.57
2023/05/23,15293,15293,,75.85
2023/05/24,15195,15195,,75.23
2023/05/25,15158,15158,,75.05
2023/05/26,15164,15164,,75.11
2023/05/29,15374,15374,,76.20
2023/05/30,15334,15334,,76.01
2023/05/31,15219,15219,,75.43
2023/06/01,15121,15121,,74.88
2023/06/02,15264,15264,,75.69
2023/06/05,15615,15615,,77.83
2023/06/06,15617,15617,,77.90
2023/06/07,15572,15572,,77.79
2023/06/08,15579,15579,,77.86
2023/06/09,15632,15632,,78.23
2023/06/12,15719,15719,,78.58
2023/06/13,15852,15852,,79.36
2023/06/14,16038,16038,,80.43
2023/06/15,16084,16084,,80.71
2023/06/16,16210,16210,,81.38
2023/06/19,16321,16321,,82.06
2023/06/20,16287,16287,,81.95
2023/06/21,16186,16186,,81.45
2023/06/22,16154,16154,,81.44
2023/06/23,16153,16153,,81.16
2023/06/26,16070,16070,,80.74
2023/06/27,16037,16037,,80.61
2023/06/28,16249,16249,,81.79
2023/06/29,16272,16272,,81.94
2023/06/30,16293,16293,,82.00
2023/07/03,16421,16421,,82.65
2023/07/04,16479,16479,,82.95
2023/07/05,16492,16492,,83.45
2023/07/06,16352,16352,,82.74
2023/07/07,16133,16133,,81.83
2023/07/10,15981,15981,,81.05
2023/07/11,15907,15907,,80.73
2023/07/12,15866,15866,,80.70
2023/07/13,15942,15942,,81.09
2023/07/14,16021,16021,,81.53
2023/07/18,16157,16157,,82.30
2023/07/19,16227,16227,,82.70
2023/07/20,16243,16243,,82.84
2023/07/21,16227,16227,,82.85
2023/07/24,16393,16393,,83.80
2023/07/25,16391,16391,,83.83
2023/07/26,16462,16462,,83.56
2023/07/27,16440,16440,,83.52
2023/07/28,16347,16347,,83.02
2023/07/31,16628,16628,,84.56
2023/08/01,16806,16806,,85.51
2023/08/02,16733,16733,,85.27
2023/08/03,16472,16472,,84.34
2023/08/04,16403,16403,,84.09
2023/08/07,16335,16335,,83.80
2023/08/08,16481,16481,,84.61
2023/08/09,16396,16396,,84.28
2023/08/10,16490,16490,,84.90
2023/08/14,16450,16450,,84.73
2023/08/15,16466,16466,,84.88
2023/08/16,16313,16313,,84.17
2023/08/17,16279,16279,,84.10
2023/08/18,16151,16151,,83.46
2023/08/21,16074,16074,,83.11
2023/08/22,16204,16204,,83.83
2023/08/23,16211,16211,,83.95
2023/08/24,16265,16265,,84.37
2023/08/25,16294,16294,,84.48
2023/08/28,16376,16376,,84.98
2023/08/29,16453,16453,,85.53
2023/08/30,16584,16584,,86.21
2023/08/31,16661,16661,,86.73
2023/09/01,16605,16605,,86.36
2023/09/04,16739,16739,,87.08
2023/09/05,16820,16820,,87.92
2023/09/06,16867,16867,,88.16
2023/09/07,16792,16792,,87.87
2023/09/08,16611,16611,,86.98
2023/09/11,16615,16615,,87.05
2023/09/12,16713,16713,,87.73
2023/09/13,16718,16718,,87.93
2023/09/14,16767,16767,,88.25
2023/09/15,16936,16936,,89.13
2023/09/19,16869,16869,,88.85
2023/09/20,16793,16793,,88.61
2023/09/21,16722,16722,,88.47
2023/09/22,16486,16486,,87.42
2023/09/25,16604,16604,,88.16
2023/09/26,16570,16570,,88.14
2023/09/27,16459,16459,,87.73
2023/09/28,16475,16475,,87.90
2023/09/29,16442,16442,,87.79
2023/10/02,16468,16468,,88.00
2023/10/03,16350,16350,,87.45
2023/10/04,16026,16026,,85.72
2023/10/05,16096,16096,,86.73
2023/10/06,16098,16098,,86.80
2023/10/10,16325,16325,,88.09
2023/10/11,16425,16425,,88.77
2023/10/12,16629,16629,,90.16
2023/10/13,16586,16586,,90.05
2023/10/16,16385,16385,,89.04
2023/10/17,16459,16459,,89.44
2023/10/18,16504,16504,,90.05
2023/10/19,16313,16313,,89.07
2023/10/20,16187,16187,,88.47
2023/10/23,16036,16036,,87.60
2023/10/24,15995,15995,,87.51
2023/10/25,16087,16087,,88.01
2023/10/26,15964,15964,,87.70
2023/10/27,15944,15944,,87.80
2023/10/30,15866,15866,,87.41
2023/10/31,15968,15968,,88.11
2023/11/01,16225,16225,,89.62
2023/11/02,16272,16272,,89.97
2023/11/06,16638,16638,,92.60
2023/11/07,16709,16709,,93.10
2023/11/08,16656,16656,,92.91
2023/11/09,16740,16740,,93.39
2023/11/10,16719,16719,,93.35
2023/11/13,16767,16767,,93.66
2023/11/14,16820,16820,,94.04
2023/11/15,16988,16988,,95.08
2023/11/16,17158,17158,,96.06
2023/11/17,17159,17159,,96.20
2023/11/20,17042,17042,,95.64
2023/11/21,16995,16995,,95.32
2023/11/22,17027,17027,,95.65
2023/11/24,17183,17183,,96.59
2023/11/27,17116,17116,,96.25
2023/11/28,16985,16985,,95.65
2023/11/29,16914,16914,,95.33
2023/11/30,16931,16931,,95.54
2023/12/01,17049,17049,,96.37
2023/12/04,16913,16913,,95.87
2023/12/05,16872,16872,,96.21
2023/12/06,16936,16936,,96.86
2023/12/07,16863,16863,,96.63
2023/12/08,16506,16506,,94.58
2023/12/11,16778,16778,,96.23
2023/12/12,16822,16822,,96.73
2023/12/13,16849,16849,,97.06
2023/12/14,16612,16612,,95.86
2023/12/15,16756,16756,,96.71
2023/12/18,16728,16728,,96.60
2023/12/19,16813,16813,,97.26
2023/12/20,17000,17000,,98.36
2023/12/21,16823,16823,,97.26
2023/12/22,16825,16825,,97.40
2023/12/25,16797,16797,,97.33
2023/12/26,16812,16812,,97.50
2023/12/27,16967,16967,,98.40
2023/12/28,16971,16971,,98.42
2023/12/29,17046,17046,,99.94
2024/01/04,16985,16985,,99.71
2024/01/05,17144,17144,,100.77
2024/01/09,17147,17147,,102.80
2024/01/10,17233,17233,,103.75
2024/01/11,17411,17411,,105.41
2024/01/12,17431,17431,,105.68
2024/01/15,17504,17504,,106.33
2024/01/16,17497,17497,,106.35
2024/01/17,17473,17473,,106.20
2024/01/18,17375,17375,,106.42
2024/01/19,17476,17476,,107.41
2024/01/22,17671,17671,,108.73
2024/01/23,17635,17635,,108.70
2024/01/24,17651,17651,,109.35
2024/01/25,17725,17725,,110.00
2024/01/26,17694,17694,,109.90
2024/01/29,17801,17801,,110.85
2024/01/30,17801,17801,,111.19
2024/01/31,17813,17813,,111.70
2024/02/01,17608,17608,,110.36
2024/02/02,17696,17696,,111.23
2024/02/05,17965,17965,,113.94
2024/02/06,17885,17885,,113.98
2024/02/07,17971,17971,,114.76
2024/02/08,18074,18074,,115.64
2024/02/09,18138,18138,,116.26
2024/02/13,18285,18285,,117.50
2024/02/14,18229,18229,,117.26
2024/02/15,18312,18312,,117.80
2024/02/16,18469,18469,,119.69
2024/02/19,18527,18527,,120.34
2024/02/20,18531,18531,,120.55
2024/02/21,18493,18493,,120.31
2024/02/22,18621,18621,,121.92
2024/02/26,18792,18792,,123.40
2024/02/27,18790,18790,,123.56
2024/02/28,18802,18802,,124.11
2024/02/29,18746,18746,,124.07
2024/03/01,18828,18828,,124.79
2024/03/04,18886,18886,,125.69
2024/03/05,18966,18966,,127.30
2024/03/06,18853,18853,,127.13
2024/03/07,18829,18829,,127.29
2024/03/08,18841,18841,,127.56
2024/03/11,18618,18618,,126.27
2024/03/12,18596,18596,,126.49
2024/03/13,18762,18762,,127.90
2024/03/14,18789,18789,,128.19
2024/03/15,18863,18863,,128.83
2024/03/18,18934,18934,,129.40
2024/03/19,19042,19042,,130.66
2024/03/21,19349,19349,,133.02
2024/03/22,19546,19546,,134.53
2024/03/25,19377,19377,,134.09
2024/03/26,19363,19363,,134.03
2024/03/27,19432,19432,,134.94
2024/03/28,19399,19399,,134.83
2024/03/29,19461,19461,,135.58
2024/04/01,19374,19374,,135.30
2024/04/02,19356,19356,,135.17
2024/04/03,19336,19336,,135.03
2024/04/04,19394,19394,,137.34
2024/04/05,19227,19227,,136.42
2024/04/08,19377,19377,,137.48
2024/04/09,19487,19487,,138.70
2024/04/10,19494,19494,,139.28
2024/04/11,19538,19538,,139.83
2024/04/12,19600,19600,,140.57
2024/04/15,19443,19443,,139.39
2024/04/16,19258,19258,,138.35
2024/04/17,19055,19055,,137.30
2024/04/18,19059,19059,,137.46
2024/04/19,18975,18975,,137.14
2024/04/22,18950,18950,,137.18
2024/04/23,19066,19066,,138.11
2024/04/24,19307,19307,,140.41
2024/04/25,19329,19329,0,140.76
2024/04/26,19347,19347,,140.99
2024/04/30,19799,19799,,144.84
2024/05/01,19715,19715,,144.30
2024/05/02,19559,19559,,143.92
2024/05/07,19760,19760,,145.40
2024/05/08,19748,19748,,147.36
2024/05/09,19828,19828,,148.47
2024/05/10,19890,19890,,149.31
2024/05/13,19962,19962,,149.96
2024/05/14,20057,20057,,151.01
2024/05/15,20122,20122,,151.72
2024/05/16,20041,20041,,151.14
2024/05/17,20243,20243,,152.67
2024/05/20,20355,20355,,154.30
2024/05/21,20399,20399,,154.78
2024/05/22,20289,20289,,154.45
2024/05/23,20370,20370,,155.35
2024/05/24,20291,20291,,154.92
2024/05/27,20314,20314,,155.29
2024/05/28,20383,20383,,156.01
2024/05/29,20321,20321,,155.53
2024/05/30,20136,20136,,154.73
2024/05/31,20083,20083,,154.43
2024/06/03,20188,20188,,155.50
2024/06/04,20232,20232,,156.16
2024/06/05,19925,19925,,155.62
2024/06/06,20137,20137,,157.67
2024/06/07,20209,20209,,158.48
2024/06/10,20337,20337,,159.56
2024/06/11,20353,20353,,159.74
2024/06/12,20262,20262,,159.03
2024/06/13,20273,20273,,160.41
2024/06/14,20366,20366,,161.25
2024/06/17,20265,20265,,160.68
2024/06/18,20353,20353,,161.52
2024/06/19,20470,20470,,162.82
2024/06/20,20570,20570,,163.93
2024/06/21,20634,20634,,164.44
2024/06/24,20676,20676,,165.13
2024/06/25,20749,20749,,165.83
2024/06/26,20819,20819,,166.70
2024/06/27,20892,20892,,167.61
2024/06/28,20946,20946,,168.21
2024/07/01,20998,20998,,168.79
2024/07/02,21142,21142,,170.20
2024/07/03,21172,21172,,170.45
2024/07/04,21362,21362,,174.53
2024/07/05,21386,21386,,174.96
2024/07/08,21341,21341,,174.59
2024/07/09,21449,21449,,176.21
2024/07/10,21549,21549,,177.96
2024/07/11,21695,21695,,179.32
2024/07/12,21436,21436,,177.46
2024/07/16,21422,21422,,177.51
2024/07/17,21480,21480,,178.23
2024/07/18,21009,21009,,175.10
2024/07/19,21028,21028,,175.52
2024/07/22,20808,20808,,173.86
2024/07/23,20800,20800,,174.02
2024/07/24,20622,20622,,172.80
2024/07/25,20037,20037,,168.25
2024/07/26,19994,19994,,167.95
2024/07/29,20185,20185,,169.73
2024/07/30,20217,20217,,170.17
2024/07/31,20122,20122,,169.68
2024/08/01,19840,19840,,167.45
2024/08/02,19332,19332,,163.37
2024/08/05,17965,17965,,153.14
2024/08/06,18040,18040,,153.95
2024/08/07,18460,18460,,157.60
2024/08/08,18416,18416,,157.57
2024/08/09,18697,18697,,160.28
2024/08/13,18996,18996,,163.45
2024/08/14,19171,19171,,165.20
2024/08/15,19292,19292,,166.71
2024/08/16,19728,19728,,170.82
2024/08/19,19671,19671,,170.74
2024/08/20,19732,19732,,171.53
2024/08/21,19634,19634,,170.69
2024/08/22,19639,19639,,170.92
2024/08/23,19695,19695,,171.59
2024/08/26,19498,19498,,169.96
2024/08/27,19645,19645,,171.37
2024/08/28,19610,19610,,171.06
2024/08/29,19585,19585,,171.21
2024/08/30,19655,19655,,171.80
2024/09/02,19866,19866,,173.78
2024/09/03,19967,19967,,174.74
2024/09/04,19407,19407,,169.84
2024/09/05,19123,19123,,169.37
2024/09/06,19030,19030,,168.67
2024/09/09,18812,18812,,166.91
2024/09/10,18878,18878,,167.63
2024/09/11,18657,18657,,166.40
2024/09/12,18903,18903,,168.81
2024/09/13,18909,18909,,168.97
2024/09/17,18906,18906,,169.04
2024/09/18,19037,19037,,170.30
2024/09/19,19294,19294,,173.22
2024/09/20,19466,19466,,174.77
2024/09/24,19638,19638,,176.36
2024/09/25,19752,19752,,177.63
2024/09/26,20042,20042,,180.56
2024/09/27,20445,20445,,184.42
2024/09/30,20014,20014,,180.62
2024/10/01,20222,20222,,182.55
2024/10/02,20062,20062,,181.31
2024/10/03,20528,20528,,185.53
2024/10/04,20417,20417,,186.34
2024/10/07,20764,20764,,189.76
2024/10/08,20603,20603,,188.35
2024/10/09,20538,20538,,187.86
2024/10/10,20646,20646,,189.27
2024/10/11,20603,20603,,188.69
2024/10/15,20843,20843,,191.00
2024/10/16,20600,20600,,188.78
2024/10/17,20622,20622,,189.21
2024/10/18,20632,20632,,189.44
2024/10/21,20685,20685,,189.94
2024/10/22,20664,20664,,189.87
2024/10/23,20644,20644,,189.89
2024/10/24,20715,20715,,190.71
2024/10/25,20586,20586,,189.49
2024/10/28,20795,20795,,191.11
2024/10/29,20856,20856,,191.59
2024/10/30,20934,20934,,192.20
2024/10/31,20856,20856,,191.38
2024/11/01,20433,20433,,187.50
2024/11/05,20589,20589,,189.04
2024/11/06,20884,20884,,193.01
2024/11/07,21191,21191,,196.12
2024/11/08,21182,21182,,196.03
2024/11/11,21130,21130,,195.55
2024/11/12,21157,21157,,196.17
2024/11/13,21001,21001,,194.72
2024/11/14,20991,20991,,194.89
2024/11/15,21024,21024,,195.46
2024/11/18,20687,20687,,192.28
2024/11/19,20804,20804,,193.55
2024/11/20,20862,20862,,194.25
2024/11/21,20831,20831,,194.10
2024/11/22,20792,20792,,193.64
2024/11/25,20879,20879,,194.49
2024/11/26,20834,20834,,194.23
2024/11/27,20653,20653,,192.43
2024/11/28,20603,20603,,192.10
2024/11/29,20448,20448,,190.67
2024/12/02,20510,20510,,191.24
2024/12/03,20659,20659,,192.83
2024/12/04,20686,20686,,194.05
2024/12/05,20800,20800,,195.40
2024/12/06,20751,20751,,194.89
2024/12/09,20777,20777,,195.21
2024/12/10,20972,20972,,196.94
2024/12/11,20978,20978,,197.45
2024/12/12,21120,21120,,199.05
2024/12/13,21096,21096,,198.88
2024/12/16,21115,21115,,199.08
2024/12/17,21123,21123,,199.17
2024/12/18,20966,20966,,197.69
2024/12/19,20855,20855,,196.77
2024/12/20,21004,21004,,198.22
2024/12/23,20954,20954,,197.82
2024/12/24,21119,21119,,199.59
2024/12/25,21215,21215,,200.50
2024/12/26,21307,21307,,201.52
2024/12/27,21454,21454,,202.91
2024/12/30,21352,21352,,201.95
2025/01/06,21151,21151,,200.75
2025/01/07,21369,21369,,203.17
2025/01/08,21246,21246,,204.93
2025/01/09,21135,21135,,204.48
2025/01/10,21041,21041,,204.24
2025/01/14,20632,20632,,200.27
2025/01/15,20796,20796,,202.55
2025/01/16,20789,20789,,202.92
2025/01/17,20722,20722,,202.64
2025/01/20,20962,20962,,205.03
2025/01/21,21063,21063,,206.53
2025/01/22,21139,21139,,207.28
2025/01/23,21293,21293,,209.17
2025/01/24,21311,21311,,209.51
2025/01/27,21305,21305,,209.54
2025/01/28,21150,21150,,208.04
2025/01/29,21317,21317,,210.04
2025/01/30,21255,21255,,209.60
2025/01/31,21291,21291,,209.95
2025/02/03,21166,21166,,208.72
2025/02/04,21033,21033,,207.41
2025/02/05,21117,21117,,209.79
2025/02/06,21049,21049,,209.45
2025/02/07,20963,20963,,208.79
2025/02/10,20971,20971,,208.96
2025/02/12,21129,21129,,210.67
2025/02/13,21366,21366,,213.66
2025/02/14,21294,21294,,213.09
2025/02/17,21307,21307,,213.37
2025/02/18,21340,21340,,213.75
2025/02/19,21434,21434,,214.69
2025/02/20,21237,21237,,213.11
2025/02/21,21078,21078,,211.62
2025/02/25,20964,20964,,210.74
2025/02/26,20732,20732,,208.55
2025/02/27,20895,20895,,210.62
2025/02/28,20618,20618,,207.96
2025/03/03,20747,20747,,209.43
2025/03/04,20512,20512,,207.38
2025/03/05,20497,20497,,208.86
2025/03/06,20765,20765,,211.90
2025/03/07,20526,20526,,209.60
2025/03/10,20454,20454,,209.00
2025/03/11,20050,20050,,205.03
2025/03/12,20177,20177,,207.28
2025/03/13,20254,20254,,208.34
2025/03/14,20189,20189,,208.06
2025/03/17,20526,20526,,211.68
2025/03/18,20803,20803,,214.46
2025/03/19,20885,20885,,215.88
2025/03/21,20855,20855,,215.72
2025/03/24,20827,20827,,215.45
2025/03/25,21074,21074,,218.42
2025/03/26,21024,21024,,218.03
2025/03/27,21001,21001,,218.15
2025/03/28,20951,20951,,217.69
2025/03/31,20389,20389,,211.95
2025/04/01,20313,20313,,211.33
2025/04/02,20376,20376,,212.28
2025/04/03,20045,20045,,209.98
2025/04/04,19349,19349,,203.04
2025/04/07,18315,18315,,192.65
2025/04/08,18311,18311,,192.61
2025/04/09,17869,17869,,188.62
2025/04/10,18879,18879,,200.20
2025/04/11,18494,18494,,196.54
2025/04/14,18719,18719,,199.30
2025/04/15,18957,18957,,202.13
2025/04/16,18926,18926,,202.15
2025/04/17,18816,18816,,201.35
2025/04/18,18937,18937,,202.87
2025/04/21,18769,18769,,201.31
2025/04/22,18664,18664,,200.18
2025/04/23,19018,19018,,203.98
2025/04/24,19341,19341,,208.05
2025/04/25,19538,19538,0,210.30
2025/04/28,19708,19708,,212.38
2025/04/30,19757,19757,,213.13
2025/05/01,19877,19877,,214.71
2025/05/02,20184,20184,,218.19
2025/05/07,20148,20148,,217.80
2025/05/08,20210,20210,,220.06
2025/05/09,20499,20499,,224.01
2025/05/12,20577,20577,,225.42
2025/05/13,21136,21136,,231.79
2025/05/14,21101,21101,,231.69
2025/05/15,21042,21042,,231.10
2025/05/16,20964,20964,,230.22
2025/05/19,20987,20987,,230.75
2025/05/20,21003,21003,,230.97
2025/05/21,20897,20897,,229.83
2025/05/22,20728,20728,,228.33
2025/05/23,20749,20749,,228.40
2025/05/26,20690,20690,,227.80
2025/05/27,20699,20699,,227.96
2025/05/28,20932,20932,,230.53
2025/05/29,21175,21175,,233.63
2025/05/30,21033,21033,,232.15
2025/06/02,20866,20866,,230.34
2025/06/03,20783,20783,,229.39
2025/06/04,20986,20986,,233.01
2025/06/05,20899,20899,,232.70
2025/06/06,21070,21070,,234.62
2025/06/09,21269,21269,,237.08
2025/06/10,21327,21327,,237.83
2025/06/11,21422,21422,,239.51
2025/06/12,21386,21386,,239.31
2025/06/13,21193,21193,,237.06
2025/06/16,21226,21226,,237.58
2025/06/17,21436,21436,,239.98
2025/06/18,21422,21422,,240.15
2025/06/19,21323,21323,,239.06
2025/06/20,21223,21223,,237.97
2025/06/23,21342,21342,,239.30
2025/06/24,21368,21368,,239.96
2025/06/25,21554,21554,,242.13
2025/06/26,21644,21644,,243.20
2025/06/27,21799,21799,,245.17
2025/06/30,21897,21897,,246.37
2025/07/01,21753,21753,,244.92
2025/07/02,21756,21756,,244.98
2025/07/03,21807,21807,,245.56
2025/07/04,21984,21984,,249.03
2025/07/07,21887,21887,,248.25
2025/07/08,21991,21991,,249.42
2025/07/09,22130,22130,,251.37
2025/07/10,22013,22013,,250.65
2025/07/11,22155,22155,,252.61
2025/07/14,22148,22148,,252.91
2025/07/15,22228,22228,,253.83
2025/07/16,22377,22377,,255.69
2025/07/17,22390,22390,,256.11
2025/07/18,22458,22458,,257.21
2025/07/22,22428,22428,,256.95
2025/07/23,22544,22544,,258.30
2025/07/24,22845,22845,,261.95
2025/07/25,22878,22878,,262.54
2025/07/28,22824,22824,,262.06
2025/07/29,22795,22795,,261.91
2025/07/30,22778,22778,,262.03
2025/07/31,22914,22914,,263.67
2025/08/01,22981,22981,,264.54
2025/08/04,22398,22398,,258.00
2025/08/05,22545,22545,,260.81
2025/08/06,22715,22715,,263.51
2025/08/07,22821,22821,,265.15
2025/08/08,22987,22987,,267.25
2025/08/12,23198,23198,,269.94
2025/08/13,23305,23305,,271.86
2025/08/14,23245,23245,,271.89
2025/08/15,23423,23423,,273.97
2025/08/18,23448,23448,,274.37
2025/08/19,23475,23475,,275.33
2025/08/20,23363,23363,,274.12
2025/08/21,23239,23239,,272.65
2025/08/22,23371,23371,,274.46
2025/08/25,23426,23426,,275.29
2025/08/26,23373,23373,,275.00
2025/08/27,23359,23359,,274.84
2025/08/28,23392,23392,,276.09
2025/08/29,23284,23284,,275.02
2025/09/01,23225,23225,,274.48
2025/09/02,23327,23327,,275.86
2025/09/03,23316,23316,,275.73
2025/09/04,23370,23370,,277.84
2025/09/05,23487,23487,,279.48
2025/09/08,23663,23663,,281.63
2025/09/09,23588,23588,,281.23
2025/09/10,23727,23727,,283.80
2025/09/11,23847,23847,,285.52
2025/09/12,23943,23943,,286.93
2025/09/16,24127,24127,,289.21
2025/09/17,24033,24033,,288.34
2025/09/18,24144,24144,,289.73
2025/09/19,24250,24250,,291.27
2025/09/22,24311,24311,,292.21
2025/09/24,24316,24316,,292.60
2025/09/25,24457,24457,,294.58
2025/09/26,24468,24468,,295.00
2025/09/29,24297,24297,,293.39
2025/09/30,24386,24386,,294.72
2025/10/01,24264,24264,,293.36
2025/10/02,24219,24219,,293.02
2025/10/03,24456,24456,,295.89
2025/10/06,25000,25000,,304.29
2025/10/07,25086,25086,,305.74
2025/10/08,25290,25290,,308.58
2025/10/09,25429,25429,,310.28
2025/10/10,25294,25294,,309.63
2025/10/14,24843,24843,,304.45
2025/10/15,24797,24797,,304.22
2025/10/16,24954,24954,,306.41
2025/10/17,24852,24852,,305.75
2025/10/20,25057,25057,,308.54
2025/10/21,25233,25233,,310.88
2025/10/22,25392,25392,,313.38
2025/10/23,25358,25358,,312.96
2025/10/24,25514,25514,,315.07
2025/10/27,25797,25797,,318.67
2025/10/28,25841,25841,,319.43
2025/10/29,25700,25700,,318.34
2025/10/30,25965,25965,,321.86
2025/10/31,26080,26080,,323.28
2025/11/04,26062,26062,,323.91
2025/11/05,25646,25646,,319.01
2025/11/06,25819,25819,,322.96
2025/11/07,25669,25669,,321.68
2025/11/10,25732,25732,,322.69
2025/11/11,26021,26021,,326.60
2025/11/12,26172,26172,,329.97
2025/11/13,26354,26354,,332.26
2025/11/14,26160,26160,,330.44
2025/11/17,25953,25953,,328.02
2025/11/18,25705,25705,,325.37
2025/11/19,25482,25482,,322.78
2025/11/20,25815,25815,,327.10
2025/11/21,25795,25795,,326.98
2025/11/25,25700,25700,,326.93
2025/11/26,25979,25979,,330.66
2025/11/27,26136,26136,,333.33
2025/11/28,26230,26230,,334.76
2025/12/01,26073,26073,,332.76
2025/12/02,26021,26021,,332.39
2025/12/03,26088,26088,,334.84
2025/12/04,26218,26218,,337.19
2025/12/05,26146,26146,,336.62
2025/12/08,26280,26280,,338.67
2025/12/09,26351,26351,,339.98
2025/12/10,26401,26401,,341.67
2025/12/11,26301,26301,,340.69
2025/12/12,26445,26445,,343.12
2025/12/15,26490,26490,,344.21
2025/12/16,26132,26132,,340.02
2025/12/17,25931,25931,,338.07
2025/12/18,25960,25960,,338.66
2025/12/19,26118,26118,,341.37
2025/12/22,26496,26496,,347.07
2025/12/23,26599,26599,,348.83
2025/12/24,26590,26590,,349.46
2025/12/25,26616,26616,,350.06
2025/12/26,26695,26695,,351.81
2025/12/29,26744,26744,,352.45
2025/12/30,26705,26705,,351.94
2026/01/05,27098,27098,,359.79
2026/01/06,27399,27399,,364.49
2026/01/07,27475,27475,,370.22
2026/01/08,27367,27367,,370.30
2026/01/09,27407,27407,,372.40
2026/01/13,27923,27923,,381.24
2026/01/14,28175,28175,,386.39
2026/01/15,28179,28179,,388.92
2026/01/16,28179,28179,,389.88
2026/01/19,28087,28087,,390.10
2026/01/20,28059,28059,,391.10
2026/01/21,27786,27786,,387.29
2026/01/22,27947,27947,,392.34
2026/01/23,28180,28180,,396.85
2026/01/26,27620,27620,,389.86
2026/01/27,27633,27633,,390.68
2026/01/28,27560,27560,,391.14
2026/01/29,27796,27796,,395.47
2026/01/30,27871,27871,,397.05
2026/02/02,27743,27743,,395.76
2026/02/03,27987,27987,,399.95
2026/02/04,28215,28215,,405.95
2026/02/05,28242,28242,,407.67
2026/02/06,28091,28091,,406.13
2026/02/09,28506,28506,,412.88
2026/02/10,28843,28843,,418.64
2026/02/12,28709,28709,,419.22
2026/02/13,28394,28394,,415.50
2026/02/16,28270,28270,,414.83
2026/02/17,28247,28247,,415.52
2026/02/18,28362,28362,,417.22
2026/02/19,28727,28727,,422.59
2026/02/20,28662,28662,,421.63
2026/02/24,28738,28738,,422.75
2026/02/25,29048,29048,,431.60
2026/02/26,29412,29412,,438.74
2026/02/27,29484,29484,,440.94
2026/03/02,29365,29365,,439.78
2026/03/03,28994,28994,,434.99
2026/03/04,28180,28180,,425.57
2026/03/05,28020,28020,,424.09
2026/03/06,28235,28235,,427.05
2026/03/09,27863,27863,,422.92
2026/03/10,27832,27832,,423.24
2026/03/11,28254,28254,,431.70
2026/03/12,28259,28259,,432.75
