äÓèÄì˙,äÓèÄâøäz(â~),ï™îzã‡çƒìäéëäÓèÄâøäz(â~),èÉéëéYëçäz(â≠â~),ï™îzã‡(â~)
2021/1/22,13137,13137,692.31,
2021/1/25,13115,13115,691.54,
2021/1/26,13134,13134,693.06,
2021/1/27,13085,13085,691.93,
2021/1/28,12843,12843,679.82,
2021/1/29,12973,12973,687.79,
2021/2/1,12743,12743,676.79,
2021/2/2,12986,12986,691.15,
2021/2/3,13181,13181,712.56,
2021/2/4,13203,13203,714.16,
2021/2/5,13360,13360,723.2,
2021/2/8,13441,13441,727.9,
2021/2/9,13488,13488,731.19,
2021/2/10,13458,13458,730.59,
2021/2/12,13540,13540,735.16,
2021/2/15,13655,13655,742.82,
2021/2/16,13702,13702,746.47,
2021/2/17,13808,13808,752.22,
2021/2/18,13708,13708,754.26,
2021/2/19,13632,13632,750.67,
2021/2/22,13637,13637,752.11,
2021/2/24,13504,13504,745.71,
2021/2/25,13674,13674,756.81,
2021/2/26,13386,13386,742.43,
2021/3/1,13305,13305,739.12,
2021/3/2,13669,13669,759.93,
2021/3/3,13568,13568,768.26,
2021/3/4,13451,13451,762.43,
2021/3/5,13367,13367,758.06,
2021/3/8,13610,13610,772.3,
2021/3/9,13606,13606,772.7,
2021/3/10,13747,13747,782.61,
2021/3/11,13805,13805,786.64,
2021/3/12,13994,13994,798.58,
2021/3/15,14052,14052,802.7,
2021/3/16,14136,14136,808.49,
2021/3/17,14110,14110,808.82,
2021/3/18,14147,14147,811.41,
2021/3/19,13957,13957,807.18,
2021/3/22,13947,13947,807.24,
2021/3/23,14000,14000,811.18,
2021/3/24,13799,13799,801.26,
2021/3/25,13718,13718,797.57,
2021/3/26,13852,13852,806.74,
2021/3/29,14109,14109,823.2,
2021/3/30,14085,14085,822.36,
2021/3/31,14191,14191,830.36,
2021/4/1,14235,14235,833.71,
2021/4/2,14398,14398,843.61,
2021/4/5,14396,14396,858.51,
2021/4/6,14515,14515,865.62,
2021/4/7,14424,14424,862.78,
2021/4/8,14403,14403,862.32,
2021/4/9,14426,14426,865.18,
2021/4/12,14537,14537,872.97,
2021/4/13,14484,14484,870.88,
2021/4/14,14443,14443,870.53,
2021/4/15,14444,14444,871.39,
2021/4/16,14559,14559,885.62,
2021/4/19,14606,14606,890.11,
2021/4/20,14479,14479,882.74,
2021/4/21,14301,14301,873.1,
2021/4/22,14443,14443,883.7,
2021/4/23,14336,14336,877.82,
2021/4/26,14496,14496,888.58,
2021/4/27,14575,14575,894.01,
2021/4/28,14662,14662,902.03,
2021/4/30,14723,14723,906.63,
2021/5/6,14610,14610,901.33,
2021/5/7,14683,14683,907.68,
2021/5/10,14769,14769,931.01,
2021/5/11,14649,14649,924.43,
2021/5/12,14497,14497,917.44,
2021/5/13,14291,14291,905.7,
2021/5/14,14423,14423,915.33,
2021/5/17,14632,14632,929.4,
2021/5/18,14573,14573,926.1,
2021/5/19,14517,14517,924.43,
2021/5/20,14474,14474,922.34,
2021/5/21,14593,14593,937.8,
2021/5/24,14583,14583,938.13,
2021/5/25,14683,14683,945.19,
2021/5/26,14672,14672,946.31,
2021/5/27,14762,14762,953.64,
2021/5/28,14893,14893,962.99,
2021/5/31,14906,14906,965.27,
2021/6/1,14859,14859,963.33,
2021/6/2,14948,14948,969.06,
2021/6/3,14962,14962,990.49,
2021/6/4,14973,14973,992.15,
2021/6/7,15018,15018,996.16,
2021/6/8,15011,15011,996.35,
2021/6/9,15008,15008,998.61,
2021/6/10,14995,14995,998.89,
2021/6/11,15043,15043,1003.28,
2021/6/14,15118,15118,1010.14,
2021/6/15,15185,15185,1015.5,
2021/6/16,15161,15161,1023.25,
2021/6/17,15148,15148,1025.03,
2021/6/18,15046,15046,1019.39,
2021/6/21,14813,14813,1004.53,
2021/6/22,15013,15013,1018.8,
2021/6/23,15114,15114,1028.17,
2021/6/24,15136,15136,1031.49,
2021/6/25,15237,15237,1038.97,
2021/6/28,15256,15256,1041.82,
2021/6/29,15217,15217,1040.6,
2021/6/30,15228,15228,1044.23,
2021/7/1,15255,15255,1047.08,
2021/7/2,15391,15391,1057.55,
2021/7/5,15386,15386,1078.15,
2021/7/6,15347,15347,1076.61,
2021/7/7,15212,15212,1067.19,
2021/7/8,15267,15267,1074.96,
2021/7/9,15003,15003,1057.97,
2021/7/12,15259,15259,1077.24,
2021/7/13,15327,15327,1083.22,
2021/7/14,15292,15292,1083.61,
2021/7/15,15203,15203,1078.05,0
2021/7/16,15134,15134,1073.9,
2021/7/19,15014,15014,1075.39,
2021/7/20,14745,14745,1056.48,
2021/7/21,14978,14978,1074.34,
2021/7/26,15323,15323,1100.2,
2021/7/27,15265,15265,1096.94,
2021/7/28,15112,15112,1089.16,
2021/7/29,15174,15174,1094.38,
2021/7/30,15215,15215,1098.46,
2021/8/2,15151,15151,1094.4,
2021/8/3,15118,15118,1092.38,
2021/8/4,15194,15194,1119.91,
2021/8/5,15226,15226,1123.18,
2021/8/6,15334,15334,1131.43,
2021/8/10,15378,15378,1135.56,
2021/8/11,15436,15436,1140.31,
2021/8/12,15453,15453,1144.69,
2021/8/13,15465,15465,1145.73,
2021/8/16,15367,15367,1139.4,
2021/8/17,15293,15293,1143.43,
2021/8/18,15195,15195,1137.96,
2021/8/19,15153,15153,1135.97,
2021/8/20,15061,15061,1129.78,
2021/8/23,15147,15147,1136.93,
2021/8/24,15295,15295,1149.35,
2021/8/25,15390,15390,1157.86,
2021/8/26,15447,15447,1163.25,
2021/8/27,15335,15335,1155.72,
2021/8/30,15462,15462,1165.9,
2021/8/31,15520,15520,1170.83,
2021/9/1,15569,15569,1175.29,
2021/9/2,15617,15617,1179.62,
2021/9/3,15656,15656,1204.11,
2021/9/6,15668,15668,1205.82,
2021/9/7,15661,15661,1205.74,
2021/9/8,15689,15689,1207.88,
2021/9/9,15604,15604,1203.88,
2021/9/10,15500,15500,1198.92,
2021/9/13,15449,15449,1195.84,
2021/9/14,15513,15513,1202.81,
2021/9/15,15366,15366,1192.91,
2021/9/16,15425,15425,1207.4,
2021/9/17,15446,15446,1210.68,
2021/9/21,14979,14979,1174.61,
2021/9/22,14977,14977,1175.08,
2021/9/24,15456,15456,1214.71,
2021/9/27,15448,15448,1215.25,
2021/9/28,15478,15478,1219.42,
2021/9/29,15239,15239,1202.55,
2021/9/30,15258,15258,1205.3,
2021/10/1,15088,15088,1192.28,
2021/10/4,15149,15149,1198.04,
2021/10/5,14961,14961,1204.87,
2021/10/6,15175,15175,1223.22,
2021/10/7,15145,15145,1221.97,
2021/10/8,15339,15339,1238.31,
2021/10/11,15402,15402,1244.92,
2021/10/12,15484,15484,1255.17,
2021/10/13,15470,15470,1254.03,
2021/10/14,15565,15565,1264.49,
2021/10/15,15850,15850,1287.83,
2021/10/18,16015,16015,1311.29,
2021/10/19,16021,16021,1313.13,
2021/10/20,16204,16204,1328.77,
2021/10/21,16207,16207,1329.35,
2021/10/22,16164,16164,1326.99,
2021/10/25,16129,16129,1324.65,
2021/10/26,16198,16198,1330.69,
2021/10/27,16231,16231,1335.76,
2021/10/28,16101,16101,1326.24,
2021/10/29,16217,16217,1337.03,
2021/11/1,16239,16239,1340.15,
2021/11/2,16341,16341,1349.23,
2021/11/4,16457,16457,1381.66,
2021/11/5,16434,16434,1380.62,
2021/11/8,16464,16464,1384.48,
2021/11/9,16448,16448,1384.61,
2021/11/10,16344,16344,1381.83,
2021/11/11,16343,16343,1382.65,
2021/11/12,16436,16436,1392.58,
2021/11/15,16509,16509,1398.8,
2021/11/16,16530,16530,1402.72,
2021/11/17,16653,16653,1425.91,
2021/11/18,16494,16494,1413.22,
2021/11/19,16526,16526,1417.18,
2021/11/22,16416,16416,1408.84,
2021/11/24,16476,16476,1415.46,
2021/11/25,16503,16503,1420.35,
2021/11/26,16446,16446,1417.45,
2021/11/29,15872,15872,1368.02,
2021/11/30,16014,16014,1383.15,
2021/12/1,15702,15702,1359.06,
2021/12/2,15500,15500,1343.09,
2021/12/3,15754,15754,1389.13,
2021/12/6,15606,15606,1377.94,
2021/12/7,15834,15834,1399.27,
2021/12/8,16172,16172,1431.87,
2021/12/9,16267,16267,1442.89,
2021/12/10,16074,16074,1430.98,
2021/12/13,16169,16169,1440.71,
2021/12/14,16022,16022,1429.63,
2021/12/15,15938,15938,1424.18,
2021/12/16,16197,16197,1447.77,
2021/12/17,16058,16058,1447.95,
2021/12/20,15876,15876,1432.75,
2021/12/21,15725,15725,1420.24,
2021/12/22,16063,16063,1453.5,
2021/12/23,16219,16219,1468.89,
2021/12/24,16361,16361,1482.6,
2021/12/27,16349,16349,1482.3,
2021/12/28,16599,16599,1505,
2021/12/29,16572,16572,1506.79,
2021/12/30,16596,16596,1510.1,
2022/1/4,16693,16693,1518.98,
2022/1/5,16809,16809,1529.85,
2022/1/6,16500,16500,1522.28,
2022/1/7,16475,16475,1521.71,
2022/1/11,16308,16308,1507.05,
2022/1/12,16497,16497,1527.49,
2022/1/13,16489,16489,1534.36,
2022/1/14,16208,16208,1509.69,
2022/1/17,16239,16239,1513.61,
2022/1/18,16271,16271,1517.41,
2022/1/19,16013,16013,1493.4,
2022/1/20,15865,15865,1494.48,
2022/1/21,15672,15672,1476.82,
2022/1/24,15407,15407,1452.74,
2022/1/25,15408,15408,1450.41,
2022/1/26,15232,15232,1435.27,
2022/1/27,15269,15269,1439.98,
2022/1/28,15262,15262,1440.52,
2022/1/31,15512,15512,1464.72,
2022/2/1,15798,15798,1493.25,
2022/2/2,15861,15861,1500.49,
2022/2/3,15920,15920,1527.17,
2022/2/4,15686,15686,1505.94,
2022/2/7,15789,15789,1516.62,
2022/2/8,15776,15776,1516.42,
2022/2/9,15932,15932,1534.14,
2022/2/10,16198,16198,1567.11,
2022/2/14,15662,15662,1517.18,
2022/2/15,15582,15582,1511.19,
2022/2/16,15892,15892,1542.24,
2022/2/17,15910,15910,1556.9,
2022/2/18,15532,15532,1520.86,
2022/2/21,15437,15437,1512.38,
2022/2/22,15401,15401,1509.28,
2022/2/24,15027,15027,1472.57,
2022/2/25,15172,15172,1490.14,
2022/2/28,15504,15504,1523.65,
2022/3/1,15373,15373,1512.21,
2022/3/2,15082,15082,1486.82,
2022/3/3,15388,15388,1538.39,
2022/3/4,15201,15201,1520.88,
2022/3/7,14928,14928,1494.57,
2022/3/8,14511,14511,1453.45,
2022/3/9,14544,14544,1458.27,
2022/3/10,14997,14997,1512.27,
2022/3/11,14921,14921,1504.97,
2022/3/14,14892,14892,1503.94,
2022/3/15,14878,14878,1503.66,
2022/3/16,15133,15133,1530.7,
2022/3/17,15689,15689,1588.83,
2022/3/18,15813,15813,1601.97,
2022/3/22,16116,16116,1645.62,
2022/3/23,16450,16450,1680.37,
2022/3/24,16236,16236,1660.69,
2022/3/25,16554,16554,1693.65,
2022/3/28,16615,16615,1700.54,
2022/3/29,16936,16936,1734.81,
2022/3/30,16972,16972,1740.36,
2022/3/31,16866,16866,1729.92,
2022/4/1,16587,16587,1701.13,
2022/4/4,16722,16722,1715.36,
2022/4/5,16878,16878,1751.82,
2022/4/6,16814,16814,1746.54,
2022/4/7,16595,16595,1724.88,
2022/4/8,16650,16650,1730.8,
2022/4/11,16720,16720,1739.16,
2022/4/12,16607,16607,1736.81,
2022/4/13,16547,16547,1732.11,
2022/4/14,16744,16744,1753.52,
2022/4/15,16686,16686,1748.3,
2022/4/18,16726,16726,1764.82,
2022/4/19,16768,16768,1769.21,
2022/4/20,17230,17230,1820.87,
2022/4/21,17092,17092,1806.52,
2022/4/22,16879,16879,1784.86,
2022/4/25,16516,16516,1746.82,
2022/4/26,16383,16383,1733.63,
2022/4/27,15943,15943,1689.79,
2022/4/28,16150,16150,1712.95,
2022/5/2,16211,16211,1721.17,
2022/5/6,16222,16222,1724.4,
2022/5/9,16094,16094,1733.03,
2022/5/10,15472,15472,1668.29,
2022/5/11,15561,15561,1689.2,
2022/5/12,15296,15296,1663.27,
2022/5/13,15173,15173,1651.66,
2022/5/16,15680,15680,1708.32,
2022/5/17,15587,15587,1699.3,
2022/5/18,15914,15914,1737.61,
2022/5/19,15278,15278,1669.15,
2022/5/20,15247,15247,1666.6,
2022/5/23,15281,15281,1683.99,
2022/5/24,15531,15531,1713.31,
2022/5/25,15293,15293,1688.55,
2022/5/26,15465,15465,1708.91,
2022/5/27,15669,15669,1732.71,
2022/5/30,15984,15984,1768.75,
2022/5/31,16132,16132,1786.45,
2022/6/1,16143,16143,1787.65,
2022/6/2,16160,16160,1791.83,
2022/6/3,16458,16458,1846.69,
2022/6/6,16319,16319,1831.71,
2022/6/7,16554,16554,1858.64,
2022/6/8,16747,16747,1881.29,
2022/6/9,16786,16786,1886.65,
2022/6/10,16377,16377,1851.33,
2022/6/13,16040,16040,1813.74,
2022/6/14,15343,15343,1735.9,
2022/6/15,15395,15395,1743.38,
2022/6/16,15556,15556,1775.5,
2022/6/17,14949,14949,1708.96,
2022/6/20,15189,15189,1737.52,
2022/6/21,15184,15184,1737.89,
2022/6/22,15638,15638,1789.94,
2022/6/23,15518,15518,1779.45,
2022/6/24,15497,15497,1777.56,
2022/6/27,15891,15891,1823.51,
2022/6/28,15954,15954,1832.4,
2022/6/29,15804,15804,1818.34,
2022/6/30,15818,15818,1821.1,
2022/7/1,15621,15621,1798.93,
2022/7/4,15601,15601,1797.44,
2022/7/5,15734,15734,1833.83,
2022/7/6,15600,15600,1818.2,
2022/7/7,15631,15631,1824.11,
2022/7/8,15902,15902,1856.61,
2022/7/11,15943,15943,1863.04,
2022/7/12,15793,15793,1857.62,
2022/7/13,15678,15678,1845.88,
2022/7/14,15734,15734,1853.44,
2022/7/15,15717,15717,1852.21,0
2022/7/19,15874,15874,1885.4,
2022/7/20,16271,16271,1934.11,
2022/7/21,16363,16363,1946.3,
2022/7/22,16398,16398,1951.65,
2022/7/25,16175,16175,1924.97,
2022/7/26,16216,16216,1930.1,
2022/7/27,16082,16082,1916.31,
2022/7/28,16387,16387,1953.38,
2022/7/29,16344,16344,1949.34,
2022/8/1,16334,16334,1949.42,
2022/8/2,16047,16047,1915.53,
2022/8/3,16266,16266,1963.24,
2022/8/4,16450,16450,1986.31,
2022/8/5,16398,16398,1980.5,
2022/8/8,16643,16643,2010.86,
2022/8/9,16611,16611,2008.08,
2022/8/10,16566,16566,2015.91,
2022/8/12,16699,16699,2032.16,
2022/8/15,16884,16884,2056.58,
2022/8/16,16914,16914,2061.18,
2022/8/17,17076,17076,2097.24,
2022/8/18,17016,17016,2089.69,
2022/8/19,17192,17192,2111.33,
2022/8/22,17059,17059,2095.2,
2022/8/23,16758,16758,2058.12,
2022/8/24,16707,16707,2052.66,
2022/8/25,16767,16767,2060.83,
2022/8/26,16982,16982,2088.67,
2022/8/29,16668,16668,2052.2,
2022/8/30,16604,16604,2045.23,
2022/8/31,16442,16442,2027.15,
2022/9/1,16442,16442,2027.91,
2022/9/2,16447,16447,2029.33,
2022/9/5,16338,16338,2037.31,
2022/9/6,16329,16329,2037.24,
2022/9/7,16576,16576,2068.07,
2022/9/8,16975,16975,2120.11,
2022/9/9,16977,16977,2122.01,
2022/9/12,17179,17179,2160.79,
2022/9/13,17349,17349,2182.44,
2022/9/14,16894,16894,2127.11,
2022/9/15,16830,16830,2119.24,
2022/9/16,16632,16632,2108.75,
2022/9/20,16606,16606,2107.37,
2022/9/21,16442,16442,2087.39,
2022/9/22,16268,16268,2066.73,
2022/9/26,15720,15720,1997.86,
2022/9/27,15582,15582,1981.12,
2022/9/28,15554,15554,1980.77,
2022/9/29,15834,15834,2018.17,
2022/9/30,15587,15587,1988.61,
2022/10/3,15434,15434,1970.37,
2022/10/4,15794,15794,2017.49,
2022/10/5,16241,16241,2097.64,
2022/10/6,16242,16242,2099.21,
2022/10/7,16089,16089,2081.01,
2022/10/11,15659,15659,2026.07,
2022/10/12,15565,15565,2015.38,
2022/10/13,15605,15605,2035.69,
2022/10/14,15991,15991,2087.08,
2022/10/17,15782,15782,2060.67,
2022/10/18,16227,16227,2134.76,
2022/10/19,16419,16419,2162.65,
2022/10/20,16328,16328,2151.55,
2022/10/21,16280,16280,2145.21,
2022/10/24,16484,16484,2173.49,
2022/10/25,16519,16519,2178.73,
2022/10/26,16729,16729,2207.69,
2022/10/27,16495,16495,2178.6,
2022/10/28,16466,16466,2175.13,
2022/10/31,16909,16909,2234.93,
2022/11/1,16845,16845,2227.75,
2022/11/2,16751,16751,2215.67,
2022/11/4,16354,16354,2183.3,
2022/11/7,16589,16589,2215.23,
2022/11/8,16643,16643,2223.16,
2022/11/9,16679,16679,2230.35,
2022/11/10,16424,16424,2209.9,
2022/11/11,16780,16780,2258.49,
2022/11/14,16753,16753,2256.87,
2022/11/15,16688,16688,2248.17,
2022/11/16,16756,16756,2258.4,
2022/11/17,16607,16607,2255.41,
2022/11/18,16659,16659,2263.13,
2022/11/21,16707,16707,2270.45,
2022/11/22,16812,16812,2284.8,
2022/11/24,16819,16819,2287.69,
2022/11/25,16801,16801,2286.49,
2022/11/28,16819,16819,2288.9,
2022/11/29,16556,16556,2257.18,
2022/11/30,16585,16585,2264.71,
2022/12/1,16817,16817,2297.86,
2022/12/2,16675,16675,2281.69,
2022/12/5,16562,16562,2291.03,
2022/12/6,16495,16495,2283.02,
2022/12/7,16408,16408,2273,
2022/12/8,16292,16292,2258.23,
2022/12/9,16463,16463,2283.87,
2022/12/12,16353,16353,2283.63,
2022/12/13,16630,16630,2323.82,
2022/12/14,16502,16502,2309.77,
2022/12/15,16434,16434,2301.51,
2022/12/16,16292,16292,2282.45,
2022/12/19,15966,15966,2254.67,
2022/12/20,15662,15662,2213,
2022/12/21,15378,15378,2174.78,
2022/12/22,15638,15638,2214.15,
2022/12/23,15506,15506,2197.29,
2022/12/26,15525,15525,2201.93,
2022/12/27,15631,15631,2218.28,
2022/12/28,15710,15710,2229.54,
2022/12/29,15540,15540,2210.73,
2022/12/30,15638,15638,2226.23,
2023/1/4,15360,15360,2187.48,
2023/1/5,15684,15684,2234.45,
2023/1/6,15705,15705,2259.46,
2023/1/10,15876,15876,2286.78,
2023/1/11,16032,16032,2310.65,
2023/1/12,16145,16145,2343.67,
2023/1/13,15933,15933,2314.01,
2023/1/16,15846,15846,2302.42,
2023/1/17,15912,15912,2313.1,
2023/1/18,16226,16226,2358.67,
2023/1/19,15739,15739,2308.89,
2023/1/20,15698,15698,2303.42,
2023/1/23,16012,16012,2349.75,
2023/1/24,16302,16302,2394.26,
2023/1/25,16284,16284,2393.16,
2023/1/26,16174,16174,2378.19,
2023/1/27,16346,16346,2404.8,
2023/1/30,16426,16426,2417.08,
2023/1/31,16270,16270,2395.29,
2023/2/1,16386,16386,2413.55,
2023/2/2,16388,16388,2414.38,
2023/2/3,16550,16550,2459.72,
2023/2/6,16827,16827,2501.84,
2023/2/7,16700,16700,2483.58,
2023/2/8,16668,16668,2479.2,
2023/2/9,16620,16620,2471.64,
2023/2/10,16546,16546,2473.18,
2023/2/13,16530,16530,2471.5,
2023/2/14,16777,16777,2510.68,
2023/2/15,16844,16844,2521.59,
2023/2/16,17025,17025,2566.51,
2023/2/17,16894,16894,2548.21,
2023/2/20,16862,16862,2544.1,
2023/2/21,16846,16846,2541.54,
2023/2/22,16630,16630,2509.05,
2023/2/24,16579,16579,2503.25,
2023/2/27,16613,16613,2508.98,
2023/2/28,16715,16715,2525.95,
2023/3/1,16650,16650,2519.14,
2023/3/2,16670,16670,2523.7,
2023/3/3,16806,16806,2567.13,
2023/3/6,16953,16953,2590.95,
2023/3/7,16953,16953,2591.46,
2023/3/8,16839,16839,2574.87,
2023/3/9,16853,16853,2578.19,
2023/3/10,16446,16446,2528.46,
2023/3/13,16023,16023,2464.25,
2023/3/14,15834,15834,2437.32,
2023/3/15,16216,16216,2497.77,
2023/3/16,15814,15814,2436.8,
2023/3/17,16101,16101,2483.7,
2023/3/20,15809,15809,2457.41,
2023/3/22,16166,16166,2513.51,
2023/3/23,15785,15785,2455.9,
2023/3/24,15791,15791,2458.13,
2023/3/27,15831,15831,2464.9,
2023/3/28,15891,15891,2475.69,
2023/3/29,15981,15981,2493.14,
2023/3/30,16333,16333,2549.77,
2023/3/31,16580,16580,2588.76,
2023/4/3,16706,16706,2609.01,
2023/4/4,16717,16717,2611.13,
2023/4/5,16517,16517,2600.27,
2023/4/6,16389,16389,2579.43,
2023/4/7,16515,16515,2599.61,
2023/4/10,16619,16619,2616.38,
2023/4/11,16749,16749,2636.82,
2023/4/12,16827,16827,2664.22,
2023/4/13,16746,16746,2651.79,
2023/4/14,16874,16874,2672.02,
2023/4/17,16983,16983,2707.42,
2023/4/18,17096,17096,2725.3,
2023/4/19,17081,17081,2723.3,
2023/4/20,17141,17141,2732.12,
2023/4/21,17003,17003,2709.22,
2023/4/24,16984,16984,2707.07,
2023/4/25,17029,17029,2714.33,
2023/4/26,16684,16684,2660.24,
2023/4/27,16638,16638,2654.66,
2023/4/28,16964,16964,2707.45,
2023/5/1,17409,17409,2779.78,
2023/5/2,17494,17494,2794.85,
2023/5/8,17149,17149,2760.15,
2023/5/9,17185,17185,2765.6,
2023/5/10,17091,17091,2763.12,
2023/5/11,17005,17005,2750.77,
2023/5/12,17020,17020,2755.22,
2023/5/15,17148,17148,2776.75,
2023/5/16,17264,17264,2796.24,
2023/5/17,17171,17171,2782.9,
2023/5/18,17478,17478,2832.57,
2023/5/19,17666,17666,2863.17,
2023/5/22,17580,17580,2867.83,
2023/5/23,17708,17708,2888.41,
2023/5/24,17506,17506,2856.32,
2023/5/25,17459,17459,2848.28,
2023/5/26,17557,17557,2864.17,
2023/5/29,17883,17883,2919.65,
2023/5/30,17820,17820,2910.57,
2023/5/31,17694,17694,2889.99,
2023/6/1,17491,17491,2858.8,
2023/6/2,17681,17681,2890.1,
2023/6/5,18111,18111,2982.55,
2023/6/6,17976,17976,2961.63,
2023/6/7,18071,18071,2978.41,
2023/6/8,18056,18056,2975.95,
2023/6/9,18059,18059,2977.79,
2023/6/12,18115,18115,3001.23,
2023/6/13,18272,18272,3028.03,
2023/6/14,18466,18466,3062.48,
2023/6/15,18536,18536,3075.18,
2023/6/16,18737,18737,3127.86,
2023/6/19,18899,18899,3156.71,
2023/6/20,18933,18933,3162.66,
2023/6/21,18668,18668,3118.42,
2023/6/22,18652,18652,3116.97,
2023/6/23,18802,18802,3142.68,
2023/6/26,18633,18633,3115.11,
2023/6/27,18636,18636,3116.47,
2023/6/28,18862,18862,3157.8,
2023/6/29,18931,18931,3170.76,
2023/6/30,19052,19052,3192.97,
2023/7/3,19194,19194,3217.8,
2023/7/4,19263,19263,3229.96,
2023/7/5,19264,19264,3252.01,
2023/7/6,19140,19140,3231.08,
2023/7/7,18865,18865,3187.49,
2023/7/10,18708,18708,3161.89,
2023/7/11,18626,18626,3150.08,
2023/7/12,18580,18580,3159.12,
2023/7/13,18637,18637,3169.31,
2023/7/14,18759,18759,3191.26,
2023/7/18,18859,18859,3229.11,0
2023/7/19,18994,18994,3252.93,
2023/7/20,19103,19103,3275.6,
2023/7/21,19027,19027,3263.13,
2023/7/24,19271,19271,3306.57,
2023/7/25,19301,19301,3313.03,
2023/7/26,19296,19296,3313.99,
2023/7/27,19226,19226,3303.83,
2023/7/28,18985,18985,3263.33,
2023/7/31,19384,19384,3333.44,
2023/8/1,19626,19626,3377.08,
2023/8/2,19610,19610,3375.77,
2023/8/3,19319,19319,3347.29,
2023/8/4,19198,19198,3327.16,
2023/8/7,19007,19007,3294.77,
2023/8/8,19325,19325,3351.15,
2023/8/9,19261,19261,3342.55,
2023/8/10,19249,19249,3356.4,
2023/8/14,19357,19357,3376.34,
2023/8/15,19442,19442,3393.33,
2023/8/16,19228,19228,3357.42,
2023/8/17,19179,19179,3370.21,
2023/8/18,18951,18951,3330.89,
2023/8/21,18895,18895,3322.24,
2023/8/22,19108,19108,3359.96,
2023/8/23,18995,18995,3341.29,
2023/8/24,19099,19099,3360.76,
2023/8/25,19035,19035,3349.63,
2023/8/28,19192,19192,3378.74,
2023/8/29,19342,19342,3407.62,
2023/8/30,19543,19543,3445.42,
2023/8/31,19611,19611,3457.98,
2023/9/1,19496,19496,3437.92,
2023/9/4,19635,19635,3462.85,
2023/9/5,19675,19675,3491.91,
2023/9/6,19717,19717,3499.29,
2023/9/7,19619,19619,3484.43,
2023/9/8,19415,19415,3449.06,
2023/9/11,19418,19418,3450.64,
2023/9/12,19543,19543,3489.32,
2023/9/13,19537,19537,3490.76,
2023/9/14,19497,19497,3484.87,
2023/9/15,19750,19750,3532.32,
2023/9/19,19571,19571,3520.47,
2023/9/20,19549,19549,3518.79,
2023/9/21,19494,19494,3509.69,
2023/9/22,19072,19072,3435.48,
2023/9/25,19179,19179,3456.48,
2023/9/26,19257,19257,3472.08,
2023/9/27,19001,19001,3430.22,
2023/9/28,19078,19078,3445.47,
2023/9/29,19196,19196,3468.71,
2023/10/2,19171,19171,3466.56,
2023/10/3,19081,19081,3450.97,
2023/10/4,18744,18744,3412.34,
2023/10/5,18769,18769,3418.05,
2023/10/6,18797,18797,3423.84,
2023/10/10,19053,19053,3472.44,
2023/10/11,19231,19231,3506.3,
2023/10/12,19392,19392,3555.5,
2023/10/13,19308,19308,3542.27,
2023/10/16,19141,19141,3513.18,
2023/10/17,19333,19333,3549.72,
2023/10/18,19370,19370,3579.34,
2023/10/19,19076,19076,3526.05,
2023/10/20,18922,18922,3497.29,
2023/10/23,18695,18695,3455.43,
2023/10/24,18645,18645,3448.53,
2023/10/25,18814,18814,3481.27,
2023/10/26,18607,18607,3444.99,
2023/10/27,18461,18461,3420.81,
2023/10/30,18317,18317,3396,
2023/10/31,18490,18490,3430.15,
2023/11/1,18816,18816,3492.29,
2023/11/2,18897,18897,3508.02,
2023/11/6,19391,19391,3623.47,
2023/11/7,19443,19443,3635,
2023/11/8,19505,19505,3647.58,
2023/11/9,19539,19539,3655.04,
2023/11/10,19463,19463,3658.67,
2023/11/13,19722,19722,3707.73,
2023/11/14,19733,19733,3711.83,
2023/11/15,20044,20044,3769.87,
2023/11/16,20175,20175,3793.56,
2023/11/17,20059,20059,3793.65,
2023/11/20,20062,20062,3793.59,
2023/11/21,19960,19960,3774.14,
2023/11/22,19922,19922,3766.38,
2023/11/24,20147,20147,3809.25,
2023/11/27,20186,20186,3816.74,
2023/11/28,19963,19963,3776.07,
2023/11/29,19834,19834,3754.71,
2023/11/30,19854,19854,3760.14,
2023/12/1,20020,20020,3792.29,
2023/12/4,19991,19991,3787.72,
2023/12/5,19974,19974,3807.41,
2023/12/6,19943,19943,3800.2,
2023/12/7,19891,19891,3791.4,
2023/12/8,19495,19495,3716.52,
2023/12/11,19842,19842,3784.73,
2023/12/12,19978,19978,3831.46,
2023/12/13,19995,19995,3837.16,
2023/12/14,19860,19860,3811.51,
2023/12/15,20013,20013,3840.78,
2023/12/18,19881,19881,3835.98,
2023/12/19,20010,20010,3863.48,
2023/12/20,20354,20354,3928.63,
2023/12/21,19995,19995,3858.77,
2023/12/22,20095,20095,3878.46,
2023/12/25,20108,20108,3880.06,
2023/12/26,20115,20115,3881.84,
2023/12/27,20289,20289,3915.29,
2023/12/28,20218,20218,3902.51,
2023/12/29,20222,20222,3903.84,
2024/1/4,20064,20064,3873.42,
2024/1/5,20259,20259,3910.85,
2024/1/9,20380,20380,3950.07,
2024/1/10,20379,20379,3949.15,
2024/1/11,20614,20614,4006.83,
2024/1/12,20561,20561,3997.5,
2024/1/15,20571,20571,3999.34,
2024/1/16,20675,20675,4018.37,
2024/1/17,20686,20686,4020.67,
2024/1/18,20637,20637,4009.84,
2024/1/19,20801,20801,4042.03,
2024/1/22,20994,20994,4102.54,
2024/1/23,21038,21038,4111.5,
2024/1/24,21071,21071,4115.61,
2024/1/25,21082,21082,4116.49,
