äÓèÄì˙,äÓèÄâøäz(â~),ï™îzã‡çƒìäéëäÓèÄâøäz(â~),èÉéëéYëçäz(â≠â~),ï™îzã‡(â~)
2023/12/8,23972,23972,11619.91,
2023/12/11,24445,24445,11851.79,
2023/12/12,24626,24626,12002.36,
2023/12/13,24677,24677,12029.8,
2023/12/14,24523,24523,11950.52,
2023/12/15,24668,24668,12016.55,
2023/12/18,24583,24583,12006.44,
2023/12/19,24774,24774,12103.86,
2023/12/20,25188,25188,12300.21,
2023/12/21,24718,24718,12065.5,
2023/12/22,24782,24782,12093.13,
2023/12/25,24818,24818,12102.16,
2023/12/26,24827,24827,12103.15,
2023/12/27,25040,25040,12206.97,
2023/12/28,24921,24921,12141.96,
2023/12/29,24906,24906,12132.49,
2024/1/4,24685,24685,12021.7,
2024/1/5,24893,24893,12121.05,
2024/1/9,25105,25105,12265.55,
2024/1/10,25181,25181,12299.81,
2024/1/11,25478,25478,12481.22,
2024/1/12,25404,25404,12443.6,
2024/1/15,25382,25382,12427.12,
2024/1/16,25510,25510,12484.86,
2024/1/17,25657,25657,12556.58,
2024/1/18,25644,25644,12543.65,
2024/1/19,25858,25858,12647.8,
2024/1/22,26174,26174,12841.31,
2024/1/23,26279,26279,12891.12,
2024/1/24,26330,26330,12916.43,
2024/1/25,26271,26271,12883.84,
2024/1/26,26388,26388,12940.96,
2024/1/29,26463,26463,12983.06,
2024/1/30,26547,26547,13015.97,
2024/1/31,26541,26541,12968.97,
2024/2/1,25971,25971,12683.7,
2024/2/2,26256,26256,12820.51,
2024/2/5,26889,26889,13181.65,
2024/2/6,26748,26748,13113.59,
2024/2/7,26694,26694,13078.46,
2024/2/8,26954,26954,13201.32,
2024/2/9,27271,27271,13358.49,
2024/2/13,27437,27437,13495.04,
2024/2/14,27231,27231,13392.01,
2024/2/15,27496,27496,13515.67,
2024/2/16,27665,27665,13594.58,
2024/2/19,27478,27478,13541.55,
2024/2/20,27541,27541,13571.47,
2024/2/21,27328,27328,13466.45,
2024/2/22,27405,27405,13500.77,
2024/2/26,27930,27930,13758.62,
2024/2/27,27900,27900,13744.82,
2024/2/28,27948,27948,13765.07,
2024/2/29,27932,27932,13753.69,
2024/3/1,27984,27984,13778.11,
2024/3/4,28198,28198,13881.84,
2024/3/5,28233,28233,13950.53,
2024/3/6,27865,27865,13762.3,
2024/3/7,27839,27839,13748.03,
2024/3/8,27892,27892,13771.06,
2024/3/11,27536,27536,13598.31,
2024/3/12,27497,27497,13637.67,
2024/3/13,27897,27897,13833.86,
2024/3/14,27890,27890,13828.82,
2024/3/15,27953,27953,13858.87,
2024/3/18,27923,27923,13876.37,
2024/3/19,28057,28057,13942.62,
2024/3/21,28791,28791,14300.78,
2024/3/22,29062,29062,14432.26,
2024/3/25,28940,28940,14368.58,
2024/3/26,28856,28856,14323.36,
2024/3/27,28850,28850,14319.38,
2024/3/28,29094,29094,14441.6,
2024/3/29,29091,29091,14442.15,
2024/4/1,29095,29095,14447.11,
2024/4/2,29136,29136,14467.23,
2024/4/3,28837,28837,14368.12,
2024/4/4,28908,28908,14403.73,
2024/4/5,28421,28421,14162.35,
2024/4/8,28860,28860,14382.67,
2024/4/9,28928,28928,14418.97,
2024/4/10,28938,28938,14485.56,
2024/4/11,28840,28840,14436.11,
2024/4/12,29051,29051,14545.96,
2024/4/15,28701,28701,14369.71,
2024/4/16,28526,28526,14314.86,
2024/4/17,28508,28508,14305.64,
2024/4/18,28281,28281,14191.61,
2024/4/19,28277,28277,14188.6,
2024/4/22,28062,28062,14079.85,
2024/4/23,28346,28346,14220.62,
2024/4/24,28685,28685,14389.83,
2024/4/25,28816,28816,14455.47,
2024/4/26,28722,28722,14411.47,
2024/4/30,29316,29316,14712.36,
2024/5/1,29030,29030,14570.02,
2024/5/2,28621,28621,14364.98,
2024/5/7,29189,29189,14702.55,
2024/5/8,29375,29375,14797.44,
2024/5/9,29487,29487,14853.89,
2024/5/10,29670,29670,15007.19,
2024/5/13,29751,29751,15048.28,
2024/5/14,29839,29839,15095.27,
2024/5/15,30017,30017,15182.78,
2024/5/16,29883,29883,15112.91,
2024/5/17,30120,30120,15235.43,
2024/5/20,30227,30227,15289.12,
2024/5/21,30370,30370,15361.33,
2024/5/22,30402,30402,15408.63,
2024/5/23,30412,30412,15413.96,
2024/5/24,30200,30200,15306.46,
2024/5/27,30362,30362,15387.93,
2024/5/28,30375,30375,15396.15,
2024/5/29,30464,30464,15441.27,
2024/5/30,30256,30256,15345.84,
2024/5/31,29940,29940,15183.93,
2024/6/3,30255,30255,15342.29,
2024/6/4,30128,30128,15278.22,
2024/6/5,29900,29900,15218.33,
2024/6/6,30359,30359,15452.69,
2024/6/7,30338,30338,15443.8,
2024/6/10,30514,30514,15533.44,
2024/6/11,30679,30679,15618.45,
2024/6/12,30707,30707,15698.69,
2024/6/13,30933,30933,15811.78,
2024/6/14,31031,31031,15860.38,
2024/6/17,31050,31050,15902.7,
2024/6/18,31328,31328,16043.15,
2024/6/19,31451,31451,16107.03,
2024/6/20,31491,31491,16126.06,
2024/6/21,31599,31599,16181.28,
2024/6/24,31704,31704,16235.5,
2024/6/25,31587,31587,16175.93,
2024/6/26,31735,31735,16250.52,
2024/6/27,31933,31933,16355.22,
2024/6/28,32066,32066,16426.01,
2024/7/1,31977,31977,16381.57,
2024/7/2,32137,32137,16466.86,
2024/7/3,32303,32303,16605.53,
2024/7/4,32408,32408,16661.3,
2024/7/5,32347,32347,16631.79,
2024/7/8,32435,32435,16676.91,
2024/7/9,32515,32515,16720.01,
2024/7/10,32628,32628,16847.15,
2024/7/11,32981,32981,17029.9,
2024/7/12,32300,32300,16683.63,
2024/7/16,32516,32516,16794.84,0
2024/7/17,32805,32805,16944.16,
2024/7/18,31792,31792,16458.89,
2024/7/19,31845,31845,16486.87,
2024/7/22,31655,31655,16388.6,
2024/7/23,31823,31823,16474.32,
2024/7/24,31623,31623,16369.34,
2024/7/25,30413,30413,15741.65,
2024/7/26,30448,30448,15760.71,
2024/7/29,30737,30737,15903.84,
2024/7/30,30804,30804,15936.06,
2024/7/31,30348,30348,15702.21,
2024/8/1,30228,30228,15639.85,
2024/8/2,29736,29736,15385.31,
2024/8/5,28348,28348,14711.52,
2024/8/6,27423,27423,14222.39,
2024/8/7,28095,28095,14522.02,
2024/8/8,27720,27720,14308.73,
2024/8/9,28653,28653,14793.11,
2024/8/13,28695,28695,14884.5,
2024/8/14,29129,29129,15111.97,
2024/8/15,29265,29265,15191.71,
2024/8/16,30123,30123,15640.68,
2024/8/19,29952,29952,15591.43,
2024/8/20,29932,29932,15584.12,
2024/8/21,29686,29686,15456.03,
2024/8/22,29796,29796,15515.44,
2024/8/23,29719,29719,15472.75,
2024/8/26,29536,29536,15378.01,
2024/8/27,29728,29728,15477.31,
2024/8/28,29634,29634,15431.96,
2024/8/29,29506,29506,15366.14,
2024/8/30,29590,29590,15411.46,
2024/9/2,30172,30172,15711.72,
2024/9/3,30362,30362,15809.75,
2024/9/4,29353,29353,15284.37,
2024/9/5,28964,28964,15130.19,
2024/9/6,28764,28764,15022.18,
2024/9/9,28195,28195,14727.76,
2024/9/10,28645,28645,14963.37,
2024/9/11,28475,28475,14942,
2024/9/12,28907,28907,15172.4,
2024/9/13,28879,28879,15157.72,
2024/9/17,28978,28978,15243.56,
2024/9/18,29182,29182,15350.09,
2024/9/19,29524,29524,15530.31,
2024/9/20,29840,29840,15695.92,
2024/9/24,30056,30056,15807.97,
2024/9/25,30046,30046,15804.45,
2024/9/26,30215,30215,15889.81,
2024/9/27,30542,30542,16066.43,
2024/9/30,29915,29915,15736.87,
2024/10/1,30321,30321,15950.07,
2024/10/2,30009,30009,15782.28,
2024/10/3,30681,30681,16188.66,
2024/10/4,30533,30533,16108.69,
2024/10/7,31195,31195,16457.94,
2024/10/8,30791,30791,16242.2,
2024/10/9,31125,31125,16417.37,
2024/10/10,31587,31587,16724.63,
2024/10/11,31354,31354,16599.97,
2024/10/15,32068,32068,16979.17,
2024/10/16,31767,31767,16815.75,
2024/10/17,32003,32003,16937.89,
2024/10/18,32101,32101,17018.29,
2024/10/21,32076,32076,17002.04,
2024/10/22,32256,32256,17094.63,
2024/10/23,32354,32354,17140.58,
2024/10/24,32361,32361,17141,
2024/10/25,32314,32314,17109,
2024/10/28,32557,32557,17235.26,
2024/10/29,32578,32578,17247.18,
2024/10/30,32702,32702,17312.37,
2024/10/31,32691,32691,17302.28,
2024/11/1,31749,31749,16799.15,
2024/11/5,31906,31906,16879.21,
2024/11/6,32400,32400,17192.44,
2024/11/7,33693,33693,17876.91,
2024/11/8,33600,33600,17829.71,
2024/11/11,33758,33758,17912.9,
2024/11/12,34004,34004,18102.35,
2024/11/13,34122,34122,18164.99,
2024/11/14,34282,34282,18241.41,
2024/11/15,34263,34263,18229.35,
2024/11/18,33290,33290,17707.95,
2024/11/19,33453,33453,17831.53,
2024/11/20,33700,33700,17960.38,
2024/11/21,33767,33767,17995.94,
2024/11/22,33869,33869,18051.3,
2024/11/25,33976,33976,18108.37,
2024/11/26,34139,34139,18192.36,
2024/11/27,33963,33963,18094.62,
2024/11/28,33619,33619,17909.21,
2024/11/29,33391,33391,17786.82,
2024/12/2,33461,33461,17824.05,
2024/12/3,33467,33467,17829.4,
2024/12/4,33435,33435,17863.32,
2024/12/5,33786,33786,18049.18,
2024/12/6,33621,33621,17955.35,
2024/12/9,33667,33667,17979.36,
2024/12/10,33829,33829,18061.81,
2024/12/11,33774,33774,18093.45,
2024/12/12,34167,34167,18303.58,
2024/12/13,34110,34110,18268.25,
2024/12/16,34293,34293,18364.58,
2024/12/17,34510,34510,18508.96,
2024/12/18,34222,34222,18343.85,
2024/12/19,33422,33422,17907.12,
2024/12/20,34023,34023,18221.59,
2024/12/23,34142,34142,18280.98,
2024/12/24,34485,34485,18467.23,
2024/12/25,34836,34836,18644.25,
2024/12/26,34847,34847,18645.45,
2024/12/27,35031,35031,18744.4,
2024/12/30,34652,34652,18536.83,
2025/1/6,34432,34432,18416.39,
2025/1/7,34733,34733,18577.47,
2025/1/8,34317,34317,18410.94,
2025/1/9,34422,34422,18468.09,
2025/1/10,34369,34369,18502.59,
2025/1/14,33776,33776,18183.74,
2025/1/15,33961,33961,18289.8,
2025/1/16,34230,34230,18432.11,
2025/1/17,33939,33939,18280.4,
2025/1/20,34436,34436,18549.27,
2025/1/21,34439,34439,18550.96,
2025/1/22,34658,34658,18668.68,
2025/1/23,35040,35040,18910.94,
2025/1/24,35186,35186,18987.93,
2025/1/27,34919,34919,18842.47,
2025/1/28,34329,34329,18522.41,
2025/1/29,34746,34746,18748.12,
2025/1/30,34393,34393,18557.64,
2025/1/31,34534,34534,18635.95,
2025/2/3,34630,34630,18686.88,
2025/2/4,34297,34297,18507.75,
2025/2/5,34261,34261,18538.81,
2025/2/6,34093,34093,18446.19,
2025/2/7,33884,33884,18334.99,
2025/2/10,33727,33727,18250.14,
2025/2/12,34216,34216,18517.21,
2025/2/13,34381,34381,18674.67,
2025/2/14,34357,34357,18662.75,
2025/2/17,34150,34150,18548.5,
2025/2/18,34096,34096,18551.83,
2025/2/19,34298,34298,18661.58,
2025/2/20,34119,34119,18558.51,
2025/2/21,33651,33651,18300.08,
2025/2/25,32942,32942,17913.67,
2025/2/26,32492,32492,17668.08,
2025/2/27,32572,32572,17710.11,
2025/2/28,32161,32161,17486.12,
2025/3/3,32850,32850,17861.44,
2025/3/4,31983,31983,17391.91,
2025/3/5,31713,31713,17294.74,
2025/3/6,31941,31941,17417.37,
2025/3/7,31099,31099,16957.8,
2025/3/10,31101,31101,16957.76,
2025/3/11,30110,30110,16415.99,
2025/3/12,30184,30184,16517.5,
2025/3/13,30379,30379,16615.49,
2025/3/14,29962,29962,16384.78,
2025/3/17,30703,30703,16789.71,
2025/3/18,31101,31101,17006.5,
2025/3/19,30798,30798,16877.46,
2025/3/21,30942,30942,16956.33,
2025/3/24,31108,31108,17046.28,
2025/3/25,31926,31926,17495.55,
2025/3/26,31821,31821,17437.35,
2025/3/27,31528,31528,17280.82,
2025/3/28,31495,31495,17263.39,
2025/3/31,30542,30542,16741.43,
2025/4/1,30761,30761,16863.33,
2025/4/2,30869,30869,16915.45,
2025/4/3,30695,30695,16868.65,
2025/4/4,28796,28796,15825.52,
2025/4/7,27060,27060,14867.69,
2025/4/8,27339,27339,15006.19,
2025/4/9,26473,26473,14512.97,
2025/4/10,29462,29462,16221.38,
2025/4/11,27604,27604,15197.06,
2025/4/14,28006,28006,15426.85,
2025/4/15,28344,28344,15613.38,
2025/4/16,28155,28155,15548.44,
2025/4/17,27492,27492,15184.91,
2025/4/18,27535,27535,15208.82,
2025/4/21,27299,27299,15078.2,
2025/4/22,26597,26597,14690.23,
2025/4/23,27495,27495,15185.45,
2025/4/24,28132,28132,15533.96,
2025/4/25,28754,28754,15874.92,
2025/4/28,29042,29042,16035.81,
2025/4/30,29035,29035,16035.61,
2025/5/1,29153,29153,16104.12,
2025/5/2,29935,29935,16534.16,
2025/5/7,29376,29376,16272.61,
2025/5/8,29623,29623,16410.58,
2025/5/9,30308,30308,16788.3,
2025/5/12,30303,30303,16850.64,
2025/5/13,31733,31733,17644.76,
2025/5/14,31825,31825,17697.81,
2025/5/15,31619,31619,17580.42,
2025/5/16,31488,31488,17504.04,
2025/5/19,31672,31672,17607.36,
2025/5/20,31781,31781,17666.11,
2025/5/21,31449,31449,17474.32,
2025/5/22,30706,30706,17093.86,
2025/5/23,30817,30817,17152.25,
2025/5/26,30388,30388,16911.24,
2025/5/27,30308,30308,16865.01,
2025/5/28,31298,31298,17415.84,
2025/5/29,31544,31544,17556.2,
2025/5/30,31173,31173,17349.96,
2025/6/2,31095,31095,17302.61,
2025/6/3,31080,31080,17290.66,
2025/6/4,31550,31550,17596.22,
2025/6/5,31269,31269,17438.52,
2025/6/6,31320,31320,17464.88,
2025/6/9,31936,31936,17806.89,
2025/6/10,31920,31920,17795.47,
2025/6/11,32139,32139,17978.55,
2025/6/12,31872,31872,17827.54,
2025/6/13,31744,31744,17752.68,
2025/6/16,31663,31663,17743.22,
2025/6/17,32121,32121,17996.74,
2025/6/18,31915,31915,17875.14,
2025/6/19,31830,31830,17824.22,
2025/6/20,31923,31923,17871.83,
2025/6/23,32101,32101,17971.28,
2025/6/24,32237,32237,18043.44,
2025/6/25,32466,32466,18161.44,
2025/6/26,32371,32371,18104.48,
2025/6/27,32599,32599,18231.45,
2025/6/30,32799,32799,18342.17,
2025/7/1,32700,32700,18284.74,
2025/7/2,32702,32702,18281.62,
2025/7/3,32858,32858,18411.33,
2025/7/4,33358,33358,18688.02,
2025/7/7,33307,33307,18655.37,
2025/7/8,33428,33428,18723.42,
2025/7/9,33609,33609,18813.83,
2025/7/10,33589,33589,18860.81,
2025/7/11,33857,33857,19007.39,
2025/7/14,33796,33796,18972.67,
2025/7/15,34028,34028,19099.55,0
2025/7/16,34160,34160,19170.37,
2025/7/17,34165,34165,19206.9,
2025/7/18,34429,34429,19351.37,
2025/7/22,34166,34166,19199.37,
2025/7/23,33975,33975,19088.3,
2025/7/24,34266,34266,19244.02,
2025/7/25,34469,34469,19354.4,
2025/7/28,34704,34704,19484.52,
2025/7/29,34875,34875,19579.53,
2025/7/30,34697,34697,19475.8,
2025/7/31,34923,34923,19596.85,
2025/8/1,35097,35097,19689.75,
2025/8/4,33795,33795,18956.66,
2025/8/5,34170,34170,19211.5,
2025/8/6,34170,34170,19204.44,
2025/8/7,34410,34410,19339.88,
2025/8/8,34295,34295,19273.12,
2025/8/12,34712,34712,19508.91,
2025/8/13,34989,34989,19725.17,
2025/8/14,34884,34884,19664.7,
2025/8/15,35064,35064,19759.53,
2025/8/18,34946,34946,19686.98,
2025/8/19,35053,35053,19782.08,
2025/8/20,34801,34801,19632.28,
2025/8/21,34655,34655,19545.01,
2025/8/22,34776,34776,19610.61,
2025/8/25,35121,35121,19803.22,
2025/8/26,34882,34882,19666.84,
2025/8/27,35134,35134,19807.91,
2025/8/28,35197,35197,19840.88,
2025/8/29,35204,35204,19843.68,
2025/9/1,35080,35080,19772.93,
2025/9/2,35095,35095,19777.13,
2025/9/3,35194,35194,19832.77,
2025/9/4,35161,35161,19849.53,
2025/9/5,35527,35527,20055.05,
2025/9/8,35513,35513,20043.85,
2025/9/9,35362,35362,19958.24,
2025/9/10,35444,35444,20058.43,
2025/9/11,35544,35544,20110.32,
2025/9/12,35809,35809,20259.87,
2025/9/16,35988,35988,20357.01,
2025/9/17,35700,35700,20227.75,
2025/9/18,35773,35773,20258.17,
2025/9/19,36260,36260,20528.39,
2025/9/22,36455,36455,20634.03,
2025/9/24,36308,36308,20542.86,
2025/9/25,36400,36400,20586.36,
2025/9/26,36454,36454,20609.56,
2025/9/29,36540,36540,20656.72,
2025/9/30,36542,36542,20655.64,
2025/10/1,36486,36486,20617.09,
2025/10/2,36370,36370,20548.75,
2025/10/3,36475,36475,20650.87,
2025/10/6,37083,37083,20992.75,
2025/10/7,37395,37395,21165.29,
2025/10/8,37670,37670,21312.71,
2025/10/9,38027,38027,21511.72,
2025/10/10,37982,37982,21543.14,
2025/10/14,37406,37406,21210.24,
2025/10/15,37193,37193,21088.86,
2025/10/16,37137,37137,21048.57,
2025/10/17,36707,36707,20804.88,
2025/10/20,37081,37081,21048.21,
2025/10/21,37385,37385,21217.19,
2025/10/22,37666,37666,21371.89,
2025/10/23,37573,37573,21313.47,
2025/10/24,37920,37920,21504.87,
2025/10/27,38307,38307,21721.31,
2025/10/28,38625,38625,21900.75,
2025/10/29,38439,38439,21791.4,
2025/10/30,38716,38716,21944.78,
2025/10/31,38626,38626,21888.42,
2025/11/4,38894,38894,22035.83,
2025/11/5,38203,38203,21639.8,
2025/11/6,38503,38503,21844.92,
2025/11/7,37868,37868,21480.66,
2025/11/10,38120,38120,21620.81,
2025/11/11,38786,38786,21995.04,
2025/11/12,38861,38861,22095.39,
2025/11/13,39064,39064,22210.51,
2025/11/14,38301,38301,21771.5,
2025/11/17,38284,38284,21754.93,
2025/11/18,38043,38043,21646.1,
2025/11/19,37833,37833,21521.79,
2025/11/20,38384,38384,21829.08,
2025/11/21,37821,37821,21503.91,
2025/11/25,38676,38676,21989.95,
2025/11/26,38967,38967,22152.1,
2025/11/27,39117,39117,22233.16,
2025/11/28,39297,39297,22331.94,
2025/12/1,39324,39324,22347.42,
2025/12/2,39089,39089,22208.16,
2025/12/3,39171,39171,22290.17,
2025/12/4,39210,39210,22307.33,
2025/12/5,39226,39226,22312.79,
2025/12/8,39310,39310,22353.66,
2025/12/9,39394,39394,22398.26,
2025/12/10,39569,39569,22549.36,
2025/12/11,39605,39605,22564.87,
2025/12/12,39697,39697,22615.62,
2025/12/15,39322,39322,22395.74,
2025/12/16,39018,39018,22223.59,
2025/12/17,38798,38798,22120.72,
2025/12/18,38602,38602,22004.58,
2025/12/19,38959,38959,22204.45,
2025/12/22,39752,39752,22671.98,
2025/12/23,39795,39795,22692.49,
2025/12/24,39793,39793,22678.38,
2025/12/25,39852,39852,22699.53,
2025/12/26,40002,40002,22777.96,
2025/12/29,39967,39967,22758.01,
2025/12/30,39840,39840,22681.12,
2026/1/5,39778,39778,22641.81,
2026/1/6,39928,39928,22724.14,
2026/1/7,40195,40195,22911.03,
2026/1/8,40107,40107,22856.14,
2026/1/9,40192,40192,22899.02,
2026/1/13,40826,40826,23320.47,
2026/1/14,40996,40996,23415.91,
2026/1/15,40660,40660,23224.59,
2026/1/16,40834,40834,23316.6,
2026/1/19,40497,40497,23120.82,
2026/1/20,40661,40661,23211.13,
2026/1/21,39873,39873,22761.46,
2026/1/22,40350,40350,23062.2,
2026/1/23,40653,40653,23233.56,
2026/1/26,39651,39651,22659.92,
2026/1/27,39688,39688,22677.98,
2026/1/28,39352,39352,22485.59,
2026/1/29,39506,39506,22573.48,
2026/1/30,39546,39546,22597.1,
2026/2/2,39765,39765,22718.8,
2026/2/3,40068,40068,22888.04,
2026/2/4,39880,39880,22821.04,
2026/2/5,39890,39890,22824.66,
2026/2/6,39369,39369,22523,
2026/2/9,40237,40237,23018.44,
2026/2/10,40231,40231,23011.04,
2026/2/12,39365,39365,22573.36,
2026/2/13,38639,38639,22157.91,
2026/2/16,38747,38747,22217.24,
2026/2/17,38810,38810,22284.65,
2026/2/18,38833,38833,22298.18,
2026/2/19,39430,39430,22639.65,
2026/2/20,39447,39447,22647.6,
2026/2/24,39172,39172,22486.54,
2026/2/25,39739,39739,22811.92,
2026/2/26,40131,40131,23031.3,
2026/2/27,39883,39883,22889.07,
2026/3/2,39868,39868,22874.79,
2026/3/3,40153,40153,23033.01,
2026/3/4,39799,39799,22867.76,
2026/3/5,39814,39814,22870.98,
2026/3/6,39771,39771,22838.22,
2026/3/9,39542,39542,22704.35,
2026/3/10,39637,39637,22758.48,
2026/3/11,39672,39672,22833.04,
2026/3/12,39854,39854,22938.29,
