äÓèÄì˙,äÓèÄâøäz(â~),ï™îzã‡çƒìäéëäÓèÄâøäz(â~),èÉéëéYëçäz(â≠â~),ï™îzã‡(â~)
2025/2/4,13245,13245,473.75,
2025/2/5,13257,13257,476.56,
2025/2/6,13256,13256,476.45,
2025/2/7,13241,13241,476.27,
2025/2/10,13186,13186,474.25,
2025/2/12,13285,13285,477.83,
2025/2/13,13303,13303,490.16,
2025/2/14,13342,13342,492.71,
2025/2/17,13316,13316,491.68,
2025/2/18,13311,13311,491.37,
2025/2/19,13344,13344,492.57,
2025/2/20,13306,13306,491.5,
2025/2/21,13244,13244,489.16,
2025/2/25,13126,13126,485.23,
2025/2/26,13070,13070,483.23,
2025/2/27,13110,13110,485.49,
2025/2/28,12999,12999,481.61,
2025/3/3,13134,13134,486.93,
2025/3/4,12981,12981,481.88,
2025/3/5,12905,12905,481.07,
2025/3/6,12960,12960,483.17,
2025/3/7,12772,12772,476.21,
2025/3/10,12781,12781,476.45,
2025/3/11,12572,12572,468.68,
2025/3/12,12554,12554,479.18,
2025/3/13,12594,12594,480.67,
2025/3/14,12511,12511,478.96,
2025/3/17,12679,12679,485.32,
2025/3/18,12790,12790,489.56,
2025/3/19,12732,12732,487.74,
2025/3/21,12759,12759,488.78,
2025/3/24,12767,12767,488.97,
2025/3/25,12916,12916,495.15,
2025/3/26,12907,12907,494.71,
2025/3/27,12838,12838,492.71,
2025/3/28,12830,12830,492.51,
2025/3/31,12631,12631,485.17,
2025/4/1,12675,12675,487.38,
2025/4/2,12720,12720,488.85,
2025/4/3,12672,12672,489.05,
2025/4/4,12275,12275,473.76,
2025/4/7,11816,11816,455.96,
2025/4/8,11779,11779,454.35,
2025/4/9,11603,11603,447.38,
2025/4/10,12217,12217,482.25,
2025/4/11,11890,11890,469.28,
2025/4/14,11998,11998,474.09,
2025/4/15,12121,12121,478.95,
2025/4/16,12096,12096,479.73,
2025/4/17,11957,11957,474.63,
2025/4/18,11978,11978,475.53,
2025/4/21,11932,11932,473.76,0
2025/4/22,11771,11771,467.36,
2025/4/23,11982,11982,475.75,
2025/4/24,12123,12123,481.74,
2025/4/25,12283,12283,488.05,
2025/4/28,12354,12354,490.8,
2025/4/30,12376,12376,492.51,
2025/5/1,12411,12411,494.95,
2025/5/2,12559,12559,500.64,
2025/5/7,12477,12477,497.39,
2025/5/8,12518,12518,501.06,
2025/5/9,12630,12630,505.7,
2025/5/12,12642,12642,516.67,
2025/5/13,12936,12936,528.62,
2025/5/14,12954,12954,531.59,
2025/5/15,12905,12905,529.49,
2025/5/16,12915,12915,529.66,
2025/5/19,12961,12961,531.83,
2025/5/20,12992,12992,533.07,
2025/5/21,12917,12917,529.77,
2025/5/22,12745,12745,522.96,
2025/5/23,12764,12764,523.67,
2025/5/26,12684,12684,520.38,
2025/5/27,12688,12688,520.51,
2025/5/28,12898,12898,529.14,
2025/5/29,12924,12924,531.41,
2025/5/30,12879,12879,530,
2025/6/2,12858,12858,529,
2025/6/3,12864,12864,529.1,
2025/6/4,12943,12943,534.28,
2025/6/5,12910,12910,532.93,
2025/6/6,12917,12917,533.11,
2025/6/9,13024,13024,537.68,
2025/6/10,13031,13031,537.87,
2025/6/11,13094,13094,550.92,
2025/6/12,13047,13047,549.29,
2025/6/13,13037,13037,548.8,
2025/6/16,12986,12986,548.49,
2025/6/17,13082,13082,552.52,
2025/6/18,13027,13027,550.42,
2025/6/19,13005,13005,549.41,
2025/6/20,13011,13011,549.62,
2025/6/23,13031,13031,550.45,
2025/6/24,13085,13085,553,
2025/6/25,13163,13163,556.28,
2025/6/26,13140,13140,555.2,
2025/6/27,13199,13199,558.42,
2025/6/30,13243,13243,560.37,
2025/7/1,13233,13233,560.29,
2025/7/2,13237,13237,560.65,
2025/7/3,13259,13259,563.53,
2025/7/4,13355,13355,567.45,
2025/7/7,13342,13342,566.79,
2025/7/8,13338,13338,566.64,
2025/7/9,13364,13364,567.71,
2025/7/10,13372,13372,578.37,
2025/7/11,13429,13429,580.72,
2025/7/14,13400,13400,579.91,
2025/7/15,13440,13440,581.54,
2025/7/16,13452,13452,584.07,
2025/7/17,13462,13462,584.94,
2025/7/18,13518,13518,587.44,
2025/7/22,13500,13500,586.6,
2025/7/23,13489,13489,586.1,
2025/7/24,13562,13562,589.66,
2025/7/25,13583,13583,590.52,
2025/7/28,13617,13617,591.93,
2025/7/29,13625,13625,593.05,
2025/7/30,13624,13624,594.12,
2025/7/31,13639,13639,594.58,
2025/8/1,13653,13653,595.04,
2025/8/4,13413,13413,584.53,
2025/8/5,13518,13518,591.15,
2025/8/6,13530,13530,591.54,
2025/8/7,13579,13579,593.9,
2025/8/8,13581,13581,593.92,
2025/8/12,13653,13653,597.1,
2025/8/13,13709,13709,609.84,
2025/8/14,13712,13712,612.7,
2025/8/15,13741,13741,613.81,
2025/8/18,13719,13719,612.69,
2025/8/19,13732,13732,613.57,
2025/8/20,13703,13703,612.22,
2025/8/21,13680,13680,611.04,
2025/8/22,13686,13686,611.62,
2025/8/25,13780,13780,615.82,
2025/8/26,13716,13716,612.9,
2025/8/27,13753,13753,614.54,
2025/8/28,13770,13770,615.94,
2025/8/29,13772,13772,616.32,
2025/9/1,13739,13739,615.31,
2025/9/2,13744,13744,615.42,
2025/9/3,13711,13711,613.94,
2025/9/4,13735,13735,616.83,
2025/9/5,13816,13816,620.41,
2025/9/8,13844,13844,621.59,
2025/9/9,13838,13838,621.5,
2025/9/10,13857,13857,632.48,
2025/9/11,13885,13885,633.69,
2025/9/12,13962,13962,637.61,
2025/9/16,14010,14010,639.69,
2025/9/17,13951,13951,639.45,
2025/9/18,13962,13962,640.09,
2025/9/19,14029,14029,642.98,
2025/9/22,14059,14059,644.3,
2025/9/24,14051,14051,643.68,
2025/9/25,14054,14054,644,
2025/9/26,14045,14045,643.35,
2025/9/29,14064,14064,644.86,
2025/9/30,14087,14087,646.07,
2025/10/1,14084,14084,646.58,
2025/10/2,14090,14090,646.64,
2025/10/3,14117,14117,649.93,
2025/10/6,14243,14243,655.53,
2025/10/7,14283,14283,657.33,
2025/10/8,14327,14327,659.22,
2025/10/9,14401,14401,662.47,
2025/10/10,14364,14364,670.88,
2025/10/14,14245,14245,665.06,
2025/10/15,14217,14217,664.27,
2025/10/16,14242,14242,667.6,
2025/10/17,14190,14190,665.41,
2025/10/20,14258,14258,668.64,
2025/10/21,14336,14336,672.23,
2025/10/22,14382,14382,674.58,
2025/10/23,14371,14371,674.03,
2025/10/24,14429,14429,676.66,
2025/10/27,14515,14515,680.6,
2025/10/28,14587,14587,683.84,
2025/10/29,14548,14548,683.2,
2025/10/30,14581,14581,685.16,
2025/10/31,14553,14553,683.62,
2025/11/4,14581,14581,684.81,
2025/11/5,14447,14447,678.4,
2025/11/6,14497,14497,682.57,
2025/11/7,14385,14385,677.44,
2025/11/10,14423,14423,679.15,
2025/11/11,14573,14573,686.04,
2025/11/12,14612,14612,698.52,
2025/11/13,14656,14656,700.61,
2025/11/14,14502,14502,696.02,
2025/11/17,14478,14478,694.7,
2025/11/18,14403,14403,690.93,
2025/11/19,14338,14338,688.14,
2025/11/20,14426,14426,692.25,
2025/11/21,14329,14329,687.45,
2025/11/25,14494,14494,695.87,
2025/11/26,14573,14573,699.67,
2025/11/27,14626,14626,702.87,
2025/11/28,14655,14655,704.24,
2025/12/1,14656,14656,704.29,
2025/12/2,14594,14594,702.12,
2025/12/3,14607,14607,704.57,
2025/12/4,14621,14621,705.09,
2025/12/5,14609,14609,704.47,
2025/12/8,14622,14622,705.02,
2025/12/9,14617,14617,705,
2025/12/10,14640,14640,716.1,
2025/12/11,14653,14653,716.65,
2025/12/12,14685,14685,718.65,
2025/12/15,14599,14599,714.37,
2025/12/16,14559,14559,715.54,
2025/12/17,14510,14510,713.26,
2025/12/18,14465,14465,711.11,
2025/12/19,14552,14552,715.41,
2025/12/22,14682,14682,725.2,
2025/12/23,14698,14698,725.94,
2025/12/24,14718,14718,726.94,
2025/12/25,14738,14738,727.95,
2025/12/26,14764,14764,729.22,
2025/12/29,14769,14769,729.48,
2025/12/30,14746,14746,728.33,
2026/1/5,14758,14758,731.53,
2026/1/6,14817,14817,734.37,
2026/1/7,14867,14867,739.3,
2026/1/8,14842,14842,737.93,
2026/1/9,14857,14857,738.6,
2026/1/13,15013,15013,756.73,
2026/1/14,15042,15042,758.27,
2026/1/15,15000,15000,759.87,
2026/1/16,15036,15036,761.48,
2026/1/19,14968,14968,758.35,
2026/1/20,14975,14975,758.64,
2026/1/21,14790,14790,749.28,
2026/1/22,14888,14888,754.55,
2026/1/23,14956,14956,757.98,
2026/1/26,14798,14798,749.93,
2026/1/27,14819,14819,750.9,
2026/1/28,14786,14786,750.27,
2026/1/29,14807,14807,751.76,
2026/1/30,14819,14819,752.88,
2026/2/2,14841,14841,753.87,
2026/2/3,14919,14919,757.68,
2026/2/4,14884,14884,757.92,
2026/2/5,14882,14882,757.77,
2026/2/6,14799,14799,753.37,
2026/2/9,14994,14994,763.51,
2026/2/10,15028,15028,765.21,
2026/2/12,14924,14924,769.78,
2026/2/13,14784,14784,762.93,
2026/2/16,14806,14806,767.61,
2026/2/17,14809,14809,767.65,
2026/2/18,14842,14842,769.37,
2026/2/19,14947,14947,775.09,
2026/2/20,14923,14923,773.86,
2026/2/24,14921,14921,773.63,
2026/2/25,15032,15032,779.76,
2026/2/26,15125,15125,784.43,
2026/2/27,15070,15070,782.36,
2026/3/2,15065,15065,782.13,
2026/3/3,15032,15032,780.75,
2026/3/4,14860,14860,774.13,
2026/3/5,14907,14907,776.5,
2026/3/6,14854,14854,773.5,
2026/3/9,14749,14749,768.12,
2026/3/10,14800,14800,770.8,
2026/3/11,14843,14843,782.8,
2026/3/12,14821,14821,782.12,
